username,time,text,tags,translated_text,location,latitude,longitude,KADAA_ID,KADAA_AR,KADAA_EN,MOHAFAZA_ID,MOHAFAZA_AR,MOHAFAZA_EN
UserX,2020-09-30,"The COVID-19 pandemic has forced individuals and businesses in Linn and Benton counties to reinvent their daily operations, whether they are students taking classes online or businesses competing in the international marketplace.",[],"The COVID-19 pandemic has forced individuals and businesses in Linn and Benton counties to reinvent their daily operations, whether they are students taking classes online or businesses competing in the international marketplace.",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",[],"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"@realDonaldTrump
 Mr.
PRESIDENT. I am a Registered nurse at a company called Avalon Hospice out of Lebanon TN. I recently contracted Covid 19 . I have been on quarantine for over 14 days . I have not been payed to be off work . I thought the law you passed in the beginning of all",[],"@realDonaldTrump
 Mr.
PRESIDENT. I am a Registered nurse at a company called Avalon Hospice out of Lebanon TN. I recently contracted Covid 19 . I have been on quarantine for over 14 days . I have not been payed to be off work . I thought the law you passed in the beginning of all",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"BBC Worldnews Headlines:

Contentious Presidential debate.
Lebanon crisis.
Trump tells far right to 'stand down' amid white supremacy row.
Armenia-Azeribaijan conflict: Azerbaijan president vows to fight on.
Covid: UK at 'critical moment' with coronavirus - PM.",[],"BBC Worldnews Headlines:

Contentious Presidential debate.
Lebanon crisis.
Trump tells far right to 'stand down' amid white supremacy row.
Armenia-Azeribaijan conflict: Azerbaijan president vows to fight on.
Covid: UK at 'critical moment' with coronavirus - PM.",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,Jregarde le Meilleur Pâtissier personne a le masque et après ça s'étonne pourquoi + de 10 personnes de l'équipe ont eu le Covid pendant le tournage #LMP,['#LMP'],"I look at the Best Pastry Chef, nobody has the mask and after that is surprised why more than 10 people of the team had the Covid during the #LMP shoot",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"Playing cards virtually with social distancing.
#Covid_19 
#coronavirus 
#Lebanon","['#Covid_19', '#Lebanon', '#coronavirus']","Playing cards virtually with social distancing.
#Covid_19 
#coronavirus 
#Lebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@lebanonfhs,2020-09-30,"Free and confidential testing and treatment is available all day on October 26. Due to COVID, appointments are required. All participants will receive a $20 gift card in addition to this free lifesaving service. Call (717) 273-6741",[],"Free and confidential testing and treatment is available all day on October 26. Due to COVID, appointments are required. All participants will receive a $20 gift card in addition to this free lifesaving service. Call (717) 273-6741",da,33.3683,35.4286,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
UserX,2020-09-30,"1,257 new cases and 6 new deaths in Lebanon 

[19:11 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['#CoronaVirusUpdate', '#COVID19', '#CoronavirusPandemic', '#coronavirus']","1,257 new cases and 6 new deaths in Lebanon 

[19:11 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"Highest amount of COVID cases yesterday (per 1m)

1) Israel - 398
2) Bahrain - 335
3) Argentina - 297
4) Spain - 212
5) Czech - 183
6) Netherlands - 177
7) Costa Rica - 174
8) Lebanon - 162
9) Brazil - 150
10) USA - 135",[],"Highest amount of COVID cases yesterday (per 1m)

1) Israel - 398
2) Bahrain - 335
3) Argentina - 297
4) Spain - 212
5) Czech - 183
6) Netherlands - 177
7) Costa Rica - 174
8) Lebanon - 162
9) Brazil - 150
10) USA - 135",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,#insects #automn #winter #winteriscoming #winter2020 #pestcontrol #pestmanagement #Disinfection #sterilization #covid #covid_19 #protection #healthylifestyle #healthyliving #lebanon,"['#automn', '#covid', '#Disinfection', '#sterilization', '#lebanon', '#pestcontrol', '#winter2020', '#pestmanagement', '#protection', '#healthyliving', '#winter', '#insects', '#winteriscoming', '#covid_19', '#healthylifestyle']",#insects #automn #winter #winteriscoming #winter2020 #pestcontrol #pestmanagement #Disinfection #sterilization #covid #covid_19 #protection #healthylifestyle #healthyliving #lebanon,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"Hello all, wish you a pleasant October, as we go through Spring here in Australia. Now, as we continue to pray for the ease of COVID-19 keeping the people of the #world in our prayers - we pray specifically for people #syria #iraq #lebanon #armenia #cyprus","['#iraq', '#lebanon', '#syria', '#cyprus', '#armenia', '#world']","Hello all, wish you a pleasant October, as we go through Spring here in Australia. Now, as we continue to pray for the ease of COVID-19 keeping the people of the #world in our prayers - we pray specifically for people #syria #iraq #lebanon #armenia #cyprus",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"Was on a 10min walk in #Hamra #Beirut and saw very few people wearing #masks, most had either #NoMasks or #Mask not covering their nose. No #SocialDistancing whatsoever! And you are still wondering why #Covid_19 cases are skyrocketing in #Lebanon 
@mophleb","['#Hamra', '#Mask', '#Covid_19', '#SocialDistancing', '#masks', '#Beirut', '#Lebanon', '#NoMasks']","Was on a 10min walk in #Hamra #Beirut and saw very few people wearing #masks, most had either #NoMasks or #Mask not covering their nose. No #SocialDistancing whatsoever! And you are still wondering why #Covid_19 cases are skyrocketing in #Lebanon 
@mophleb",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"إن مساعداتنا للبنان متعددة الأوجه وعلى مدى عقود. المزيد عن المساعدة الأميركية للبنان لمكافحة وباء فيروس كورونا.

Our assistance to Lebanon is multifaceted and goes back decades. More on our assistance to help Lebanon combat the COVID-19 pandemic. #InThisTogether",['#InThisTogether'],"Our aid to Lebanon is multi-faceted and has decades. More about US assistance to Lebanon to combat the Coronavirus epidemic.

Our assistance to Lebanon is multifaceted and goes back decades. More on our assistance to help Lebanon combat the COVID-19 pandemic. #InThisTogether",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@Co2_wle,2020-09-30,"Khalas n7allit ya chabeb 
#coronavirus #Covid_19 #Lebanon #fun #hilarious","['#coronavirus', '#Covid_19', '#hilarious', '#fun', '#Lebanon']","Khalas n7allit of chabeb
#coronavirus # Covid_19 #Lebanon #fun #hilarious",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"Lebanon’s National Operations Room Report number 195 on COVID-19
You can check the whole report on http://drm.pcm.gov.lb
#wearamask
#staysafe
#بتضامننا_ننجح #كورونا
#ما_تستهتر","['#wearamask', '#staysafe', '#ما_تستهتر', '#بتضامننا_ننجح', '#كورونا']","Lebanon’s National Operations Room Report number 195 on COVID-19
You can check the whole report on http://drm.pcm.gov.lb
#wearamask
#staysafe
With our solidarity, we succeed # Corona
#Twitter",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-30,"Lebanon: In political turmoil and financial cave in, it will now be beaten through Covid-19  #magplanet #styleupnow #mypressnews
#myhealthfunda https://magplanet.com/lebanon-in-political-turmoil-and-financial-cave-in-it-will-now-be-beaten-through-covid-19/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #itcouldnowbeoverwhelmedbycovidcnn #lebanoninpoliticalturmoilandeconomiccollapse #middleeast","['#itcouldnowbeoverwhelmedbycovidcnn', '#mypressnews', '#magplanet', '#myhealthfunda', '#lebanoninpoliticalturmoilandeconomiccollapse', '#middleeast', '#styleupnow']","Lebanon: In political turmoil and financial cave in, it will now be beaten through Covid-19  #magplanet #styleupnow #mypressnews
#myhealthfunda https://magplanet.com/lebanon-in-political-turmoil-and-financial-cave-in-it-will-now-be-beaten-through-covid-19/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #itcouldnowbeoverwhelmedbycovidcnn #lebanoninpoliticalturmoilandeconomiccollapse #middleeast",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@COVID19_bot,2020-09-30,"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",[],"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",ayn arab,33.5764,35.8742,43000,راشيّا,Rachaya,4,البقاع,Bekaa
UserX,2020-09-29,"Four new cases of COVID-19 were reported in Benton County and none in Linn County along with no new deaths in the state in the 24-hour period ending 12:01 a.m. Monday, the Oregon Health Authority announced.",[],"Four new cases of COVID-19 were reported in Benton County and none in Linn County along with no new deaths in the state in the 24-hour period ending 12:01 a.m. Monday, the Oregon Health Authority announced.",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@DailyStarLeb,2020-09-29,"Lebanon confirms 1,105 new COVID-19 cases, 10 more deaths",[],"Lebanon confirms 1,105 new COVID-19 cases, 10 more deaths",الكسران,33.1861,35.3875,62000,بنت جبيل,Bent Jbeil,6,نبطية,Nabatiyeh
@UN_Lebanon,2020-09-29,"Myth Buster!

Can shoes spread the #COVID-19 virus?
 The likelihood of COVID-19 being spread on shoes & infecting individuals is very low.
As a precautionary measure, consider leaving your shoes at the entrance of your home 
. 

More in this video 
#staysafe #beinformed","['#staysafe', '#beinformed', '#COVID']","Myth Buster!

Can shoes spread the #COVID-19 virus?
 The likelihood of COVID-19 being spread on shoes & infecting individuals is very low.
As a precautionary measure, consider leaving your shoes at the entrance of your home 
. 

More in this video 
#staysafe #beinformed",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@DMalychef,2020-09-29,"The share of COVID-19 tests that came back positive in Lebanon has increased from 8% to 20% in the past  month. No country has recorded such increase in numbers. We’re heading to a 2nd general lockdown. Wash your hands , wear your mask and practice social distancing !",[],"The share of COVID-19 tests that came back positive in Lebanon has increased from 8% to 20% in the past  month. No country has recorded such increase in numbers. We’re heading to a 2nd general lockdown. Wash your hands , wear your mask and practice social distancing !",صغار,34.199,35.6958,74000,البترون,El Batroun,7,الشمال,North
@COVID19_bot,2020-09-29,"Evolution of number of cases for Lebanon, with a total confirmed of 36,254",[],"Evolution of number of cases for Lebanon, with a total confirmed of 36,254",ayn arab,33.5764,35.8742,43000,راشيّا,Rachaya,4,البقاع,Bekaa
UserX,2020-09-28,"1.Tomorrow a.m. in ""Eight Things To Know"":
 Belarus: power of passive resistance
 Environmental victory for federal lands
 Londoner’s say “COVID 1984”
 Trump’s Iran policy hurts Lebanon
 We need more dogs
 Elgin Marbles
 Giant panda cub
 Botticelli painting expected to bring $80m",[],"1.Tomorrow a.m. in ""Eight Things To Know"":
 Belarus: power of passive resistance
 Environmental victory for federal lands
 Londoner’s say “COVID 1984”
 Trump’s Iran policy hurts Lebanon
 We need more dogs
 Elgin Marbles
 Giant panda cub
 Botticelli painting expected to bring $80m",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@kuna_en,2020-09-28,"Lebanon reports rise in COVID-19 infections, toll 37,258 
http://kunanews.net/bNVl30rcdeQ
#KUNA",['#KUNA'],"Lebanon reports rise in COVID-19 infections, toll 37,258 
http://kunanews.net/bNVl30rcdeQ
#KUNA",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@RYB_LB,2020-09-28,"Replying to 
@alextohme",[],"Replying to 
@alextohme",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@tamwilkhariji,2020-09-28,"Replying to 
@DrFadloKhuri
 and 
@AUB_Lebanon",[],"Replying to 
@DrFadloKhuri
 and 
@AUB_Lebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-27,"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",[],"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@osprey_fs,2020-09-27,"Lebanon - Remain prepared for aviation disruption amid COVID-19 pandemic, protests in Beirut (UPDATE #16) http://ospreyflightsolutions.com",['#16'],"Lebanon - Remain prepared for aviation disruption amid COVID-19 pandemic, protests in Beirut (UPDATE #16) http://ospreyflightsolutions.com",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@samerkaram,2020-09-27,"Lebanon Covid-19 DAILY REPORT
September 26, 2020
Powered by http://LebaneseLira.org Data Intelligence

#lebanon #lebanese #lebaneselira #dailyreport #coronavirus #covid19","['#lebanon', '#coronavirus', '#lebaneselira', '#lebanese', '#dailyreport', '#covid19']","Lebanon Covid-19 DAILY REPORT
September 26, 2020
Powered by http://LebaneseLira.org Data Intelligence

#lebanon #lebanese #lebaneselira #dailyreport #coronavirus #covid19",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@RiyazHanfi,2020-09-27,"The Pandemic's Outsized Effect on Women's Mental Health-In US Feb to May 11.5 womens were laid of agoins 9 million men. Middle east  49% of women in Lebanon jobless campare to 21% men in Palestine. #COVID19 #COVID__19 #Corona| Time
Snaptube से
https://getsnap.link/7MCDkoXytfR","['#COVID__19', '#COVID19', '#Corona']","The Pandemic's Outsized Effect on Women's Mental Health-In US Feb to May 11.5 womens were laid of agoins 9 million men. Middle east  49% of women in Lebanon jobless campare to 21% men in Palestine. #COVID19 #COVID__19 #Corona| Time
Snaptube से
https://getsnap.link/7MCDkoXytfR",حميص,34.3283,35.9342,73000,زغرتا,Zgharta,7,الشمال,North
@Fatima_Hamieh,2020-09-27,How to stop covid 19 in lebanon ?! ,[],How to stop covid 19 in lebanon ?!,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-26,Lebanon smashes record for highest daily COVID-19 case rise,[],Lebanon smashes record for highest daily COVID-19 case rise,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@SerhanIsabela,2020-09-26,"The rise in COVID cases this September is starting to give me ""rising dollar rate"" vibes, and now I am at loss as to which will leave me with more enduring trauma :)
#Lebanon #COVIDー19 #Dollar","['#COVIDー19', '#Lebanon', '#Dollar']","The rise in COVID cases this September is starting to give me ""rising dollar rate"" vibes, and now I am at loss as to which will leave me with more enduring trauma :)
#Lebanon #COVIDー19 #Dollar",رعيت,33.8297,36.0447,41000,زحلة,Zahle,4,البقاع,Bekaa
@COVID19_bot,2020-09-26,"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",[],"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",ayn arab,33.5764,35.8742,43000,راشيّا,Rachaya,4,البقاع,Bekaa
@actuamericaif,2020-09-26,"Week in Review: Lebanon's deadlock, a Supreme Court battle and Covid-19 clampdowns in France -",[],"Week in Review: Lebanon's deadlock, a Supreme Court battle and Covid-19 clampdowns in France -",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-25,Trying not to cry visiting my parents bc a close family friends mom passed away in Lebanon and he couldn’t go see her bc of COVID,[],Trying not to cry visiting my parents bc a close family friends mom passed away in Lebanon and he couldn’t go see her bc of COVID,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@COVID19_bot,2020-09-25,"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",[],"Evolution of cases in Bahrain, Cyprus, Iran, Jordan, Kuwait, Lebanon, Libya, Oman, Qatar, Saudi Arabia, Syria, Tunisia, United Arab Emirates, since 100th confirmed case.",ayn arab,33.5764,35.8742,43000,راشيّا,Rachaya,4,البقاع,Bekaa
@fredwalton216,2020-09-25,COVID-19 situation in Lebanon thread.,[],COVID-19 situation in Lebanon thread.,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@UNHCRLebanon,2020-09-25,"With the rapid spread of COVID-19 in #Lebanon, this is how we are supporting hospitals in saving lives.

More info on our COVID-19 response: https://unhcr.org/lb/corona",['#Lebanon'],"With the rapid spread of COVID-19 in #Lebanon, this is how we are supporting hospitals in saving lives.

More info on our COVID-19 response: https://unhcr.org/lb/corona",حي الجوار,33.8608,35.5156,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
UserX,2020-09-24,8 New COVID-19 cases Beirut Airport Lebanon http://nna-leb.gov.lb/en/show-news/120338/MoPH-announces-results-of-returnees-39-PCR-tests-Coronavirus-cases-detected…,[],8 New COVID-19 cases Beirut Airport Lebanon http://nna-leb.gov.lb/en/show-news/120338/MoPH-announces-results-of-returnees-39-PCR-tests-Coronavirus-cases-detected…,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@DailyStarLeb,2020-09-24,"Lebanon confirms record 1,027 COVID-19 cases, one death",[],"Lebanon confirms record 1,027 COVID-19 cases, one death",الكسران,33.1861,35.3875,62000,بنت جبيل,Bent Jbeil,6,نبطية,Nabatiyeh
@revue2presse,2020-09-24,"DER SPIEGEL
http://spiegel.de #r2p #DerSpiegel #Germany #Allemagne #AngelaMerkel #Macron #UE #USA #Obama #Biden #Trump #Coronavirus #Corona #Covid #Deutschland #Dax #Polizei #Virecard #Lebanon #Beirut #Bayern #Leipzig #PSG #Lyon #Wahlbetrug #Nawalny #Qanon","['#PSG', '#Bayern', '#Macron', '#Germany', '#Trump', '#Leipzig', '#r2p', '#Polizei', '#Deutschland', '#AngelaMerkel', '#Nawalny', '#Biden', '#Qanon', '#Wahlbetrug', '#UE', '#Coronavirus', '#Corona', '#Allemagne', '#Beirut', '#Covid', '#Virecard', '#Lyon', '#Dax', '#Obama', '#USA', '#DerSpiegel', '#Lebanon']","THE MIRROR
http://spiegel.de # r2p #DerSpiegel #Germany #Allemagne #AngelaMerkel #Macron #UE #USA #Obama #Biden #Trump #Coronavirus #Corona #Covid #Germany #Dax #Polizei #Virecard #Lebanon #Beirut #Bayern # Leipzig #PSG #Lyon #Voting fraud #Nawalny #Qanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-23,Inmates’ families rally outside Lebanon’s largest prison amid reports of COVID-19 outbreak,[],Inmates’ families rally outside Lebanon’s largest prison amid reports of COVID-19 outbreak,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@LDNews,2020-09-23,State senators want to loosen COVID-19 restrictions placed on restaurants and bars.,[],State senators want to loosen COVID-19 restrictions placed on restaurants and bars.,برصة,34.3878,35.8314,72000,الكورة,El Koura,7,الشمال,North
@accessww,2020-09-23,"Service to Honduras, Lebanon, Seychelles and 31 other countries is temporarily suspended due to Covid-19 pandemic; while in Canada, parts of Nova Scotia may experience delays due to severe weather caused by hurricane Teddy.
For more updates: https://buff.ly/3hWXO8n",[],"Service to Honduras, Lebanon, Seychelles and 31 other countries is temporarily suspended due to Covid-19 pandemic; while in Canada, parts of Nova Scotia may experience delays due to severe weather caused by hurricane Teddy.
For more updates: https://buff.ly/3hWXO8n",عانا,33.6928,35.7525,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
@InsanLebanon,2020-09-23,"“I love those who can smile in trouble.” – Leonardo da Vinci
""أحب أولئك اللذين يستطيعون أن يبتسموا في الأوقات الصعبة."" - ليوناردو دافنشي

#icanseeyoursmile #smileunderthemask #smile
 #campaign #NGO #coronavirus #COVID #corona #nonprofit #change #health #impact #stayhome","['#stayhome', '#change', '#NGO', '#smile', '#coronavirus', '#health', '#icanseeyoursmile', '#smileunderthemask', '#corona', '#nonprofit', '#campaign', '#COVID', '#impact']","""I love those who can smile in trouble."" - Leonardo da Vinci
""I love those who can smile in difficult times."" - Leonardo Da Vinci

#icanseeyoursmile #smileunderthemask #smile
 #campaign #NGO #coronavirus #COVID #corona #nonprofit #change #health #impact #stayhome",شعب الصعبة,34.1111,36.495,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
@UN_Lebanon,2020-09-23,"#ProtectYourHome to protect yourself and your beloved ones.
With the huge increase in the number of COVID-19 cases in #Lebanon, now more than ever is the time to #StopCOVID 

#ItsInOurHands
 By Shua Baber","['#ItsInOurHands', '#ProtectYourHome', '#StopCOVID', '#Lebanon']","#ProtectYourHome to protect yourself and your beloved ones.
With the huge increase in the number of COVID-19 cases in #Lebanon, now more than ever is the time to #StopCOVID 

#ItsInOurHands
 By Shua Baber",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@NICKIMINAJpromo,2020-09-23,"Replying to 
@JeffreeStar",[],"Replying to 
@JeffreeStar",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-22,"A young man (18 years old) just passed away after he was infected with COVID-19 in Lebanon

Suffered from:
- preexisting health issues.",[],"A young man (18 years old) just passed away after he was infected with COVID-19 in Lebanon

Suffered from:
- preexisting health issues.",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@ProMED_MENA,2020-09-22,"PRO/MENA> COVID-19 update (351): Lebanon, Iraq, MOH / مرض فيروس كورونا-19 تحديث (351): لبنان، العراق، وزارة الصحة  http://zpr.io/HEDGq",[],"PRO / MENA> COVID-19 update (351): Lebanon, Iraq, MOH / Coronavirus Disease-19 Update (351): Lebanon, Iraq, Ministry of Health http://zpr.io/HEDGq",روس,33.7786,35.4864,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
@HarrisonCramer,2020-09-22,"King of Jordan 
@KingAbdullahII
 spotlights big post-COVID worry: hunger + famine.

""It has already begun to creep up on us. We see threats to food security in Lebanon,"" he says, also ""vulnerable refugee communities in our region"" and in Africa, Latin America.",[],"King of Jordan 
@KingAbdullahII
 spotlights big post-COVID worry: hunger + famine.

""It has already begun to creep up on us. We see threats to food security in Lebanon,"" he says, also ""vulnerable refugee communities in our region"" and in Africa, Latin America.",حي الجوار,33.8608,35.5156,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
@MHMAHER3,2020-09-22,"ممكن توضيح!!؟
رايحين على جهنم او جهنم جاي لعنّا؟؟؟
#الثورة_بدأت #رايحين_عجهنم #حرامي_الشاي #لبنان_ينتفض #لبنان #لبنان__ينتفض #بيروت #بيروت_في_قلوبنا #صباح_الخير #انفجار_مرفأ_بيروت #حربي_بالاجواء #انفجار_المرفأ #فساد #كورونا #Covid_19 #كورونا_لبنان #عين_قانا #coronavirus #Lebanon","['#لبنان_ينتفض', '#Covid_19', '#لبنان__ينتفض', '#كورونا', '#انفجار_المرفأ', '#صباح_الخير', '#coronavirus', '#حربي_بالاجواء', '#رايحين_عجهنم', '#انفجار_مرفأ_بيروت', '#كورونا_لبنان', '#عين_قانا', '#بيروت_في_قلوبنا', '#بيروت', '#الثورة_بدأت', '#حرامي_الشاي', '#لبنان', '#Lebanon', '#فساد']","explain please!!?
Going to hell or hell to come to cursed us ???
#Revolution_ started # Rayhin_Ajman # Thieves_Tea # Lebanon_ rising up # Lebanon # Lebanon__ rising #Beirut #Beirut_in_Hearts #Good morning #Beirut Harbor Explosion #My war in the air # the port explosion # Corruption # Corona # Covid_19 # Corona_Lebanon # Ain_Qana #coronavirus #",محافظة بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@StyleUpNow2017,2020-09-22,"Lebanon: In political turmoil and economic collapse, it could now be overwhelmed by Covid-19 - https://magplanet.com/lebanon-in-political-turmoil-and-economic-collapse-it-could-now-be-overwhelmed-by-covid-19/… -",[],"Lebanon: In political turmoil and economic collapse, it could now be overwhelmed by Covid-19 - https://magplanet.com/lebanon-in-political-turmoil-and-economic-collapse-it-could-now-be-overwhelmed-by-covid-19/… -",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@revue2presse,2020-09-22,"THE SEATTLE TIMES
http://seattletimes.com #r2p #SeattleTimes #Seattle #UE #USA #Obama #Biden #Trump #Coronavirus #Covid #SuperSonics #GeorgesFloyd #Sport #Beirut #Epstein #Lebanon #KamalaHarris #Kenosha #JacobBlake #KyleRittenhouse #Wildfires","['#GeorgesFloyd', '#Trump', '#r2p', '#Wildfires', '#Biden', '#SuperSonics', '#KamalaHarris', '#JacobBlake', '#Kenosha', '#Epstein', '#UE', '#Coronavirus', '#Seattle', '#Beirut', '#Sport', '#Covid', '#Obama', '#KyleRittenhouse', '#SeattleTimes', '#USA', '#Lebanon']","THE SEATTLE TIMES
http://seattletimes.com #r2p #SeattleTimes #Seattle #UE #USA #Obama #Biden #Trump #Coronavirus #Covid #SuperSonics #GeorgesFloyd #Sport #Beirut #Epstein #Lebanon #KamalaHarris #Kenosha #JacobBlake #KyleRittenhouse #Wildfires",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@MayaRomani,2020-09-22,"@USAID
 @AUB_Lebanon
 @AUBMC_Official
 leading a nation-wide training sessions to respond to the #Covid_19 spread in #Lebanon.","['#Covid_19', '#Lebanon']","@USAID
 @AUB_Lebanon
 @AUBMC_Official
 leading a nation-wide training sessions to respond to the #Covid_19 spread in #Lebanon.",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@FriarDale,2020-09-22,"Keep me, Lord; Be my light in darkness. Be my hope in distress. Be my calm in anxiety. Be strength in my weakness. Be my comfort in pain. Be my song in the night. Amen.
#Pray 4 #Greece #Spain #Lebanon #China #HongKong #US #USA #Covid #homelessness #schoolsreopening 
#Jesus #peace","['#Spain', '#Jesus', '#Covid', '#China', '#HongKong', '#US', '#peace', '#homelessness', '#Greece', '#USA', '#schoolsreopening', '#Lebanon', '#Pray']","Keep me, Lord; Be my light in darkness. Be my hope in distress. Be my calm in anxiety. Be strength in my weakness. Be my comfort in pain. Be my song in the night. Amen.
#Pray 4 #Greece #Spain #Lebanon #China #HongKong #US #USA #Covid #homelessness #schoolsreopening 
#Jesus #peace",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
UserX,2020-09-21,"Lebanon confirms record 1,006 COVID-19 cases, 11 deaths",[],"Lebanon confirms record 1,006 COVID-19 cases, 11 deaths",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
