username,time,text,tags,locations
Franz J. Jäggi,Aug 8,"Lebanon faces 'grim' prospect of food, medical and housing shortages",[],
,,,[],
Islamic Relief USA,Aug 8,"The process of rebuilding after a disaster isn't easy. But we'll be with the people of Lebanon every step of the way. 

The Islamic Relief family has committed $5 million to help provide emergency food, water, hygiene kits, & medical care to those most vulnerable in Lebanon.",[],
Tim Bousquet,Aug 8,"Replying to 
@DoreySamson",[],
Linsey Godfrey,Aug 8,"This is our fearless leader at 
@inaraorg
 the truly incredible 
@arwacnn
 on the frontlines reporting for CNN all while running an organization also on the frontlines providing medical care. Lebanon needs us. Please… https://instagram.com/p/CDoqaT7n1tx/?igshid=1tccahtagmphs…",[],
Charlene Newby,Aug 8,"Replying to 
@realDonaldTrump",[],
American First,Aug 8,"How long after we go to Lebanon, spend billions of dollars rebuilding buildings, schools, businesses, roads, sewer systems, hospitals, & providing medical attention...

Will they be marching in the streets screaming death to America, death to Israel?",[],
Jessica G. Obeid,Aug 8,"They've been shooting tear gas for 3.5 hours 
Lebanon doesnt have enough $ to import medical supplies, but somehow the gov never runs out of tear gas! ",[],
Barb,Aug 8,"And, Trump just sent medical teams to Lebanon to help them but he won't help Americans",[],
Pearls And Roses,Aug 8,"Replying to 
@_wilfredd",[],
Theo Jamous,Aug 8,"Morrocan air force C130 leaving #beirut Airport after delivering medical supplies.
#lebanon #BeirutExplosions #beirutport #aviation #plane","['#aviation', '#beirutport', '#lebanon', '#BeirutExplosions', '#plane', '#beirut']",
Hezbollah Watch®,Aug 8,"Alas, those subjected to major blasts suffer brain micro cuts that even MRI can't detect. All those who were directly struck by the #BeirutExplosion shock wave should document their experience w/ medical pros as to receive care & compensation. #Lebanon","['#Lebanon', '#BeirutExplosion']",
FreePalestine/Kashmir,Aug 8,"We thnk ful to Moroccan Govt that they recused Lebanon's ppl and sent medical aid, milk and other products. Long live Morocco 
@USEmbMorocco",[],
TMJ-INL Health Jobs,Aug 8,"Looking to score a job at Fresenius Medical Care? You're in luck. Click the link in our bio for the job description and information on how to apply: Patient Care Technician - PCT #PatientCare #Lebanon, IN","['#PatientCare', '#Lebanon']",
David Perlmutter,Aug 8,"Israel offers medical aid to Lebanon, response is silence",[],
Hannah Banana,Aug 8,"Replying to 
@slmhktn_eng",[],
Eli Dror,Aug 8,"#Israel NGO set its goal to raise NIS 1 million that will be used to supply #Lebanon with food, clothing, and medical equipment; founder Gal Lusky calls on Israelis to pitch in and support the cause. #BeirutExplosion","['#Israel', '#BeirutExplosion', '#Lebanon']",
Simona,Aug 8,Support Dr. Firas al-Gadban's Endless Medical Advantage (EMA) mobile emergency clinic now: https://gf.me/u/ym2359. #Beirut #Lebanon,"['#Lebanon', '#Beirut']",
MD AsHar,Aug 8,"Pakistan air force C-130 delivers 8 tonnes of much needed medical & food supplies to Lebanon as a token of solidarity. #Beirut
pray for the injured people",['#Beirut'],
Voix Du Liban,Aug 8,"Reuters citing Elysee Palace official: The donor conference  for #Lebanon will raise funds to rebuild #Beirut, provide food aid, build schools and hospitals, and provide medical equipment","['#Lebanon', '#Beirut']",
MTV English News,Aug 8,"Reuters citing Elysee Palace official: The donor conference  for #Lebanon will raise funds to rebuild #Beirut, provide food aid, build schools and hospitals, and provide medical equipment","['#Lebanon', '#Beirut']",
Asharq Al-Awsat English,Aug 8,"#Breaking| #Lebanon donors conference will raise money for rebuilding #Beirut, food aid, schools, hospitals and medical equipment - #Elysee official","['#Elysee', '#Breaking', '#Lebanon', '#Beirut']",
Arab News,Aug 8,"#BREAKING: #Lebanon donors’ conference will raise money for rebuilding #Beirut, food aid, schools and hospitals and medical equipment: Elysee official http://arab.news/jvj62","['#BREAKING', '#Lebanon', '#Beirut']",
Matthew 24:7,Aug 8,"Replying to 
@JeffreyMarlowe
 and 
@Zimmlaw175",[],
Lou Ella Howard,Aug 8,"Trump Administration Sends Aid to Lebanon After Beirut Blast https://theepochtimes.com/trump-administration-sends-aid-to-lebanon-after-beirut-blast_3454422.html… via 
@epochtimes
 
""The United States is sending food, water, and medical supplies to Beirut after a massive blast at a port killed 154 people and injured 5,000.

“Under the direction of President",[],
A tRump Full of Dark Shadows,Aug 8,"Did anyone else get 
 after #MangoMussolini press conference when he said he’s willing to send medical supplies to Lebanon (which are greatly needed) but then says about COVID-19 “It is what it is!”
#150,000+ people have DIED due to his negligence!
#CrimesAgainstHumanity","['#MangoMussolini', '#150', '#CrimesAgainstHumanity']",
Dee,Aug 8,Donate for Food and Medical Support for Lebanon,[],
Müjdat GÖKÇE,Aug 8,"#France's Macron:"" I love Beirut, #Lebanon"" 
Turkey's Erdogan:
Ankara willing to help rebuild #Beirut port, nearby buildings,
All of Turkey's hospitals and air ambulances are at the service of Lebanon
Turkey ready to send medical assistance, food aid","['#France', '#Lebanon', '#Beirut']",
재이 ⁷,Aug 8,"Iraq is the first country to send Medical supplies to Lebanon and as the Lebanese army writes its thanks to all of the countries,  no one writes  iraq in the list. Woah now i realized that whatever we do to the world we are always forgotten. Thanks.",[],
Angel0,Aug 8,"I don't know why this isn't going ALL over the internet- ""#SecouristesSansFrontières"" was ready to deploy tons of medical equipment to #Lebanon but the #LebaneseGovernment turned them away. WHY.","['#LebaneseGovernment', '#SecouristesSansFrontières', '#Lebanon']",
Turkey In The World,Aug 8," #Turkey sent:

•Search & rescue teams
•2 field hospital
•Medical supplies
•400 tons of wheat
•Expressed its readiness 2: 

Put its hospitals & ambulance aircrafts #Lebanon 's disposal
Allocate Mersin port 2help Leb
Reconstruct #Beirut  port & the surrounding buildings","['#Turkey', '#Lebanon', '#Beirut']",
Plane Spotters Pakistan (PSPK),Aug 8,"Pakistan, along with many other countries of the world reached out to Lebanon after the tragic incident in Beirut which took the life of dozens. Seen here is the L100 of PAF post offloading more than 8 tons of food and medical aid in Beirut. 
#PakistanAirForce #BeirutExplosion","['#BeirutExplosion', '#PakistanAirForce']",
Mete Sohtaoğlu,Aug 8," All of Turkey's hospitals and air ambulances are at the service of Lebanon
 #Turkey ready to send medical assistance, food aid to Lebanon after Beirut blast
 Ankara tells #Lebanon that it may use Turkey's Port of Mersin until Port of Beirut is rebuilt, says vice president","['#Turkey', '#Lebanon']",
Karla Gray,Aug 8,"Replying to 
@strickenbymetal
 @k_saski
 and 4 others",[],
Analytics Capper,Aug 8,"GIVEAWAY

1. RT
2. Like
3. Follow

---

The Lebanon explosion left almost 200 dead, 5,000 injured and 300,000 people homeless. Please help.

Lebanese Red Cross
https://supportlrc.app/donate/donate.html…

World Food Program
https://wfp.org

International Medical Corps
https://internationalmedicalcorps.org",[],
Journalist faradhere,Aug 8,"#British Prime Minister Boris Johnson and Lebanese President Michel Aoun on Saturday discussed Lebanon’s urgent humanitarian, medical and reconstruction needs following Tuesday’s devastating blast at Beirut port.
President Aoun thanked the UK for the support provided to date,",['#British'],
Cornelis de Joncheere,Aug 8,My deepest condolences to the people of Lebanon following the horrific explosions. INCB is calling on Governments to facilitate the supply of internationally controlled substances urgently needed for the medical treatment of those affected,[],
Arab America,Aug 8,"After the #BeirutBlast, several Arab countries including #Kuwait, #Egypt, #Morocco, #Qatar, #Tunisia, the #UAE, #Bahrain, and #SaudiArabia
 have pledged humanitarian and medical 
 aid to #Lebanon  ","['#Bahrain', '#Qatar', '#UAE', '#Egypt', '#Tunisia', '#Morocco', '#BeirutBlast', '#Lebanon', '#SaudiArabia', '#Kuwait']",
Andrea L Stanton,Aug 8,"H/t 
@kerningcultures
 for this helpful list of ways to help people in #Lebanon affected by the #BeirutExplosion (locally and from far), and for people needing help (housing, medical / mental health support, etc.): https://kerningcultures.com/kerned-and-cultured/how-to-help-beirut?utm_source=Newsletter&utm_campaign=14e80338ee-EMAIL_CAMPAIGN_2019_09_19_12_41_COPY_01&utm_medium=email&utm_term=0_b3e58e1c40-14e80338ee-356862261&mc_cid=14e80338ee&mc_eid=f81ed10a26….","['#BeirutExplosion', '#Lebanon']",
bananii,Aug 8,Y’all know how the world is helping Lebanon and stuff...Kuwait gave them help and the fuckin ugly musty ass government SOLDDD THE MEDICAL SUPPLIES AND THINGS THEY SENT..THERE PEOPLE ARE DYING AND THEY STILL CARE ABOUT MONEY..alla ysa3d everyone there ya rab,[],
Tunisia News Gazette,Aug 8,Moroccan Emergency Medical and Humanitarian Aid to Lebanon Arrives in Beirut http://dlvr.it/RdFfml,[],
Portable Disgruntled Parrot,Aug 8,"Replying to 
@Manwithaview1
 @PistolsBack_
 and 
@Andrew_Adonis",[],
İnsani Yardım Bülteni,Aug 8,"NYT gazetesi, #Lübnan’daki ihtiyaç sahipleri için bağış yapılacak kurumlar listesini açıkladı. 

Humanity and Inclusion
International Medical Corps
WFP
Lübnan Kızılhaç’ı
Islamic Relief
Save the Children 
UNICEF
Impact Lebanon
Project Hope
Baytna Baytak",['#Lübnan'],
The Baghdad Glope,Aug 8,"#Iraq to send 20 tons of medical supplies to Lebanon, as well as oil. The fuel convoys have left #Baghdad en route to Beirut via the Syrian border.

#BeirutBlast
#news","['#Iraq', '#news', '#Baghdad', '#BeirutBlast']",
Al Arabiya English,Aug 8,"#Lebanon's President Michel Aoun and United Kingdom Prime Minister Boris Johnson discussed urgent humanitarian, medical and reconstruction needs on Saturday following #Beirut port blasts, a Downing St. statement says.

https://english.alarabiya.net/en/News/middle-east/2020/08/08/Lebanon-s-Aoun-UK-s-Johnson-discuss-humanitarian-aid-after-deadly-Beirut-explosions.html…","['#Lebanon', '#Beirut']",
International Medical Corps UK,Aug 8," The explosion in #Beirut, #Lebanon, has decimated the healthcare system when it's needed most. Donate today to help our team on the ground support overwhelmed hospitals by providing medical supplies: https://bit.ly/IMC-HELP-LEBANON…","['#Lebanon', '#Beirut']",
ranz,Aug 8,"follow 
@Youcanhelpcamp1
 to find out ways on how to help THE LEBANON CRISIS!
 and to donate towards medical supplies & food!",[],
YOU CAN HELP Campaign,Aug 8,"Replying to 
@jadesflares",[],
Nancy Haven,Aug 8,"Replying to 
@JamesEFoster
 @jeremycorbyn
 and 
@BorisJohnson",[],
IMC_Lebanon,Aug 8,"We delivered medical supplies to affected healthcare facilities across the city as part of our response to the #Beirut_Explosion. Below, we delivered much needed supplies to Rafic Hariri Hospital.",['#Beirut_Explosion'],
Nervana Mahmoud,Aug 8,"Meanwhile, Lebanon’s gov’t rebuffed French medical team.
Janmarie Grace Haggar a French medical team was told before departing that government did not want them to come. A Health Ministry statement later denied they were rejecting assistance but were “prioritizing incoming aid”",[],
Khalsa Aid,Aug 8,"We have set up $50,000 medical relief fund for those affected by the #BeirutExplosion ! We are working closely with 2 local organisations in #Lebanon. 

#BeirutBlast","['#Lebanon', '#BeirutBlast', '#BeirutExplosion']",
Saul of United,Aug 8,"Trump said Friday that he told Aoun that 3 large aircraft filled with medical supplies, food & water were on their way to provide assistance. The US leader also said emergency responders, technicians, doctors and nurses were on the way to Lebanon to help.",[],
WHO Lebanon,Aug 8,"Unfortunately, Lebanon has been struggling economically since October 2019 and we were running out of supplies, so these donations are a great support to the Lebanese healthcare system,” said Nayef Maalouf, President and CEO of Bellevue Medical Center.",[],
The Ghost of Dr Carl Jensen,Aug 8,"2nd ""Egyptian plane carrying medical assistance arrived in Lebanon..Sat. morning as part of an airlift urgently launched by Egypt"" https://egypttoday.com/Article/1/90513/In-Pics-2nd-Egyptian-aid-plane-arrives-in-Beirut… ""Alawi also announced earlier..the Egyptian govt decided to send medical aid to Lebanon every 48 hours 'til next Wed."" 12 Aug",[],
Radio Romania International,Aug 8,#Romania has joined the international assistance efforts to #Lebanon in the wake of the devastating explosion at an ammonium nitrate storehouse. Approximately 8 tons of medical equipment and medicine are today being transported by two planes belonging to the Romanian Air Force.,"['#Romania', '#Lebanon']",
International Health Partners,Aug 8,"We are preparing to send two emergency shipments to support 
@Anera
 – our in-country partner in Lebanon – following the explosion at the port of #Beirut. 

The shipments will contain critically needed medicines and medical supplies to help the response. https://lnkd.in/ekwhDnr",['#Beirut'],
Find Me A Job,Aug 8,"#Jordan #Lebanon #FindMeAJob #Repost 
#Medical 
وظيفة شاغرة من منظمة أطباء بلا حدود، يرجى قراءة الوصف الوظيفي بعناية ومن ثم قم بالتقديم من خلال موقع أخطبوط.

https://akhtaboot.com/en/jordan/jobs/amman/137973--REGIONAL-PSYCHOLOGIST-FOR-ARABIC-SPEAKING-COUNTRIES--INTERSECTIONAL-at-MSF-FRANCE…","['#Repost', '#Jordan', '#Lebanon', '#FindMeAJob', '#Medical']",
BeirutMedic,Aug 8,Please share this Emergency Wound Care Advise for those who may not be able to reach adequate medical help.  #Lebanon,['#Lebanon'],
Rym Momtaz ريم ممتاز,Aug 8,"This is my alma mater. It has educated a significant portion of the army of brilliant Lebanese who shine across the 4 corners of the world because the rotten Lebanese system drives them away. 
The hospital is the epicenter of medical life in Lebanon and much of the Middle East.",[],
mansour azar,Aug 8,"Replying to 
@NAM7_7
 @FuadZiyadeh
 and 3 others",[],
Aravot - English Edition,Aug 8,"Armenia to send 20,400 medical masks to Lebanon",[],
ANews,Aug 8,"Ankara is ready to send more medical assistance and food aid to help Lebanon during its time of need, Turkey's vice president said on Saturday.",[],
Alya Ahmed Saif Al Thani,Aug 8,"Upon HH the Amir of the State of Qatar directives ,Qatari Amiri Air Force dispatched medical aid to Lebanon to Rafic Hariri International Airport in #Beirut carrying urgent medical aid & supplies & two fully equipped hospitals to treat those injured by the Beirut Port explosion.",['#Beirut'],
Indus News,Aug 8,"A Pakistan air force plane carrying 8 tonnes of medical and food supplies has arrived in #Lebanon. #Beirut_Explosion

Watch #IndusNews Live: http://youtu.be/D9KHbHipoJ4","['#IndusNews', '#Beirut_Explosion', '#Lebanon']",
Pajhwok Afghan News,Aug 8,The second plane from #Qatar with medical supplies has reached #Beirut. The aid is meant to help #Lebanon treat people injured by the explosions in its capital on Tuesday. Qatar's first plane with two field hospitals and aid materials reached Beirut on Wednesday.,"['#Qatar', '#Lebanon', '#Beirut']",
Shereen Beydoun,Aug 8,Emergency Housing and Medical Fund for Lebanon,[],
uniceflebanon,Aug 8,"The #Beirut port explosion severely impacted the Karantina Governmental Hospital, located in the port area of Beirut, Lebanon. 
UNICEF supports the neonatal unit, which provides medical interventions for newborn babies.

#BeirutExplosions 
#Beirut","['#BeirutExplosions', '#Beirut']",
Reem Alshamsi,Aug 8,"UAE sent the third medical aid plane to #Lebanon
Thanks UAE for the great efforts to help Lebanon 
#prayforlebanon #لبنان #لبنان_في_قلوبنا","['#لبنان_في_قلوبنا', '#prayforlebanon', '#لبنان', '#Lebanon']",
Bogdan Aurescu,Aug 8,"#RO Government, civil society & the Lebanese community in 
 joined forces 2 send 8t. of medical equipments 2 #Lebanon 
. RO stands in #solidarity with our Lebanese friends & is supporting efforts aimed at rebuilding resilience of Lebanon after the #Beirut blast","['#Lebanon', '#solidarity', '#RO', '#Beirut']",
headline.kwt®,Aug 8,"KUWAITI RED CRESCENT TEAM HEADED BY Dr. AL- ANAZI IN LEBANON DISTRIBUTES FOOD AND MEDICAL AID TO AFFECTED FAMILIES DUE TO BEIRUT EXPLOSION IN ACHRAFIEH AREA.
#respect #krcs #kuwait #kwt #humanitarian #stayhealthy #staysafe #headlinekwt","['#headlinekwt', '#kwt', '#stayhealthy', '#krcs', '#kuwait', '#staysafe', '#respect', '#humanitarian']",
Seenukara,Aug 8,The medical unit of the Chinese peacekeeping forces to #Lebanon said it will provide medical aid to Beirut following the deadly explosions at the port of the Lebanese capital on Tuesday.,['#Lebanon'],
Mahmoud Gamal,Aug 8,#Egypt sends the 2nd C-130H tactical military transport plane carrying medical supplies & humanitarian aid to Lebanon to help it overcome the ramifications of the massive blast which took place in #Beirut.,"['#Egypt', '#Beirut']",
U.S. Embassy in Qatar,Aug 8,"The #UnitedStates has already pledged more than $17 million in initial disaster aid for #Lebanon, which includes food assistance and medical supplies.","['#UnitedStates', '#Lebanon']",
Lindsay Caron,Aug 8,"The best way to help is to literally send out medical aids not just for the exlosion but to fight against #coronavirus 

#MedicalAid #UAE #Lebanon #BeirutInOurHearts #COVID19","['#BeirutInOurHearts', '#UAE', '#coronavirus', '#Lebanon', '#COVID19', '#MedicalAid']",
Kazinform,Aug 8,Kazakhstan sends military medical team to Lebanon after Beirut blast,[],
The Whistler Nigeria,Aug 8,"President of the Samaritan’s Purse International Relief, Evangelist Franklin Graham, announced on Saturday, that a plane-load of health materials from the ministry, as well as its medical personnel were flying to Lebanon to support the… https://thewhistler.ng/beirut-explosion-american-preacher-donates-plane-load-of-health-materials-to-lebanon/?utm_source=dlvr.it&utm_medium=twitter…  - TheWhistler",[],
CIC Saudi Arabia,Aug 8,"First #Saudi airlift planes arrive in #Lebanon to help victims of the #Beirut Port explosion. The planes are carrying more than 120 tonnes of medicines, devices, solutions, medical and emergency supplies, tents, shelter kits and food items.","['#Saudi', '#Lebanon', '#Beirut']",
Aimee Bisset,Aug 8,"Standing in prayers and medical aid for Lebanon is the best way to go 

#PrayForTheWorld #prayforbeirute #LebanonExplosion","['#PrayForTheWorld', '#LebanonExplosion', '#prayforbeirute']",
Nesrin Akyüz Aydin • #MaskeniTak,Aug 8,"@fuatoktay
, Turkish Vice President says:” #Turkey ready to send medical assistance, food aid to Lebanon after #BeirutBlast ”.

#BeirutExplosions #beirut","['#BeirutExplosions', '#Turkey', '#BeirutBlast', '#beirut']",
,,,[],
Jade Khalife,Aug 8,"3) #Lebanon medical capacities too limited to only mitigate #COVID19; dancing just under our limited capacity, easily filled up in few weeks. This is more exhausting & painful than containing&extinguishing #COVID19.","['#COVID19', '#Lebanon']",
Turkey Info,Aug 8," DEVELOPING STORY 

Turkey’s Vice President Fuat Oktay in #Beirut

“We are ready to send medical assistance, food aid to Lebanon after Beirut blast.”",['#Beirut'],
Ali Özkök,Aug 8,"#BREAKING Turkey ready to send medical assistance, food aid to Lebanon after Beirut blast, says Turkish vice president",['#BREAKING'],
TRT World Now,Aug 8,"Turkey’s Vice President Fuat Oktay speaks in Beirut

- made early outreach to Lebanon after explosion
- sent teams for search and rescue as well as two field hospitals
- provided almost 400 tons of aid in food
- offered more aid and medical assistance to President Aoun",[],
Nine News Adelaide,Aug 8,"Lebanon's President is refusing to rule out if a bomb was responsible for the explosion which has devastated Beirut. 

A humanitarian disaster is now looming in the city, with thousands of people needing medical treatment, shelter and food. 
@MarkWBurrows
 #9News",['#9News'],
ANADOLU AGENCY (ENG),Aug 8,"#BREAKING Turkey ready to send medical assistance, food aid to Lebanon after Beirut blast, says Turkish vice president",['#BREAKING'],
Kevin Nicholson,Aug 8,"Donald J. Trump (
@realDonaldTrump
) Tweeted:
...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, T…https://lnkd.in/eC72kra https://lnkd.in/es9FvHv",[],
Kataeb.org English,Aug 8,"Turkish delegation following meeting with Aoun: #Lebanon’s aids are ongoing; two field hospitals, medical supplies and equipment as well as 400 tons of wheat and foodstuffs have been sent to the country so far",['#Lebanon'],
Koussay Boulaich,Aug 8,"Spain's first immediate humanitarian assitance to the people of Lebanon. Medical supplies, food assistance, UNIFIL..Our thoughts are with the victims and their families. #Beirut",['#Beirut'],
Anthony,Aug 8,"International Medical Corps:
Providing medical units and will provide mental health care to those affected in Lebanon
https://give.internationalmedicalcorps.org/page/65328/donate/1?locale=en-US…",[],
Jeremy Song,Aug 8,"#Lebanon's President is refusing to rule out if a bomb was responsible for the explosion which has devastated #Beirut. 

A #humanitarian disaster is now looming in the city, with thousands of people needing #medical treatment, shelter and #food.","['#food', '#medical', '#Lebanon', '#humanitarian', '#Beirut']",
fatimadia,Aug 8,Does “volunteers” include medical personnel? Professional divers to look for those who possible fell into the water? Does Lebanon have enough of that? Forensic experts?,[],
John P. Boscko,Aug 8,"Isn’t that nice? Is that payback 4 all the help Lebanon has been giving 2 US over the last 5 months while the death rate here reached over 161,000 people & hospitals R overflowing? Any medical personnel from Lebanon come 2 US 2 help 2 give our Dr’s/nurses a break-Didn’t think so!",[],
Tirsa Zel,Aug 8,"Replying to 
@Conquest1453
 and 
@burhanduran",[],
Literally Nixon,Aug 8,"I am not a crook! ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Shit Trumptweets,Aug 8,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Ian Petras,Aug 8,The two first planes with medical aid have left for #Lebanon to help them overcome the #LebanonExplosion which continues to claim lives among the 4000+ wounded,"['#LebanonExplosion', '#Lebanon']",
Donald J. Tweet,Aug 8,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
MoneyStockFlow,Aug 8,"#RT 
@realDonaldTrump
: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",['#RT'],
PeteTruthUSA,Aug 8,"#RT 
@realDonaldTrump
: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",['#RT'],
The Briefing Room,Aug 8,"#RT 
@realDonaldTrump
: RT 
@WhiteHouse
: President 
@realDonaldTrump
 has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help.",['#RT'],
Daily Circus,Aug 8,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
ConservativeDad,Aug 8,"realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way... http://MyConservativeBlog.com #tcot",['#tcot'],
PardonBot,Aug 8,"Pardoned. realDonaldTrump: ""...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Volatile Idiot,Aug 8,"realDonaldTrump: RT 
@WhiteHouse
: President 
@realDonaldTrump
 has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help.",[],
Piehole Bot,Aug 8,"SHUT YOUR FILTHY PIEHOLE TRUMPIE !! RT realDonaldTrump""...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses o…",[],
DIARRA,Aug 8,"@thejointstaff
 YES THE JOINT STAFF CAN SEND U.S ARMY MEDICAL UNITS BEYROUTH LEBANON SURVIVORS CHRONO TOP !: SCHOEN LET S GI 1 MILLIARDS U.S$ U.N.O. FOR LEBANON VS Covid 19 ROGER SCHOEN",[],
DEPLORABLE NATION,Aug 8,"#RT 
@realDonaldTrump
: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",['#RT'],
Trump Retweets,Aug 8,"RT realDonaldTrump ""...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...""",[],
Unfollow Trump,Aug 8,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
,,,[],
Bigly Bunny,Aug 8,"◊RT realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
TUCI,Aug 8,"RT antonioguterres: The UN is supporting the Gov & people of Lebanon following Tuesday's horrific explosion.
 
Medical supplies are being delivered, search & rescue teams are on the ground & psychological support provided to families.
 
Our hearts remain…",[],
IngaMarte,Aug 8,"RT realDonaldTrump: RT WhiteHouse: President realDonaldTrump has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help.",[],
TRUMP/POTUS/ ? Undeleted,Aug 8,"realDonaldTrump tweeted ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Trump Pence,Aug 8,"realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
MakeAmericaGreatAgai,Aug 8,"realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
I am Jacks smirking revenge,Aug 8,"realDonaldTrump ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
RealChildishDemocrat,Aug 8,"#POTUS #presidentPussyAssBitch #Covfefe #shitholePresident : RT realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technici…","['#POTUS', '#presidentPussyAssBitch', '#Covfefe', '#shitholePresident']",
United News of India,Aug 8,"Bangladesh to send medical team and emergency supplies to Lebanon
#LebanonExplosion
#medicalTeam 
#Bangladesh
@AKAbdulMomen
http://uniindia.com/bangladesh-to-send-medical-team-and-emergency-supplies-to-lebanon/world/news/2113071.html…","['#Bangladesh', '#LebanonExplosion', '#medicalTeam']",
Superlin,Aug 8,"realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Mike R,Aug 8,"RT: realDonaldTrump: RT WhiteHouse: President realDonaldTrump has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help.",[],
President Camacho,Aug 8,"RT realDonaldTrump ""...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...""",[],
Nishant Jain,Aug 8,"RTPOTUS: RT realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
DJT Butt,Aug 8,"RT realDonaldTrump ""...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...""",[],
SDG Nigeria Knowledge Hub,Aug 8,"WHO: RT WHO: #COVID19 remains a concern in #Lebanon. Due to the blast in #Beirut, 17 containers of WHO medical supplies were destroyed, with personal protective equipment items completely burnt. #GoodHealthForAll","['#GoodHealthForAll', '#COVID19', '#Lebanon', '#Beirut']",
