username,time,text,tags,locations
HUSSEIN RAMADAN,Aug 16,#كورونا_لبنان,['#كورونا_لبنان'],
Hitaf Bou Reslan,Aug 16,"سجّل أكثر من 50 حالة #كورونا في إحدى مستشفيات بيروت في ظل تكتم شديد"".
وذُكر أنّ ""المستشفى أرسلت المصابين إلى بيوتهم بانتظار ظهور العوارض من عدمه وحالة من الخوف بين صفوف الموظفين"".
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Mahmoud Zinji,Aug 16,"انا العماد ميشال عون

هيك عرّف عن نفسه
بيعرف سلف انو تاني لقب مبهبط عليه

#كورونا_لبنان",['#كورونا_لبنان'],
سارة شكرون,Aug 16,"مبروك ال ٤٥٠ حالة جديدة 
#كورونا 
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Hadi,Aug 16,"خوفي نوصل لمرحلة تكتر حالات كورونا والمستشفى تختار الحالة العندها احتمال اكتر تعيش!
#كورونا_لبنان",['#كورونا_لبنان'],
Joyce El Hokayem,Aug 16,"فيديو كتير معبّر ومؤثر عن فايروس كورونا
الالتزام بالكمامة والتعقيم واجب
اذا مش كرماك كرمال محبّينك 
#كورونا_لبنان",['#كورونا_لبنان'],
AkhbarnaOnline,Aug 16,"قصر عدل طرابلس مقفل غداً… السبب كورونا http://akhbarnaonline.com/?p=179266 
#كورونا_لبنان",['#كورونا_لبنان'],
Zahraa Nathar (حساب جديد),Aug 16,"كلن رح يموتوا...إلا هيدا 
#كورونا_لبنان 
#اهلعوا","['#اهلعوا', '#كورونا_لبنان']",
Jessy,Aug 16,"الكورونا محلق والمستشفيات عالارض...
#كورونا_لبنان #انفجار_بيروت","['#انفجار_بيروت', '#كورونا_لبنان']",
Leb voice,Aug 16,"أنا مش شايفة حدا أهبل أكتر من يلي بعدو مش مصدق انو في كورونا 
لا وفي منن بيكتبوا ع صفحة #وزارة_الصحة انو يلا اضحكوا علينا !!

خيي برحمة كل شي وبحياة يلي بتعبده قلي كيف ح تصدق انو في #كورونا!!
#كورونا_لبنان","['#وزارة_الصحة', '#كورونا_لبنان', '#كورونا']",
Yara,Aug 16,"اللي فينا مكفينا، عملوا معروف نقبروا لبسوها لهالكمامة تباعدوا عن بعضكن وما تعملوا غير المشوار الضروري.
#كورونا 
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
محارب فينيقي,Aug 16,"لبنان يتدحرج نحو الهاوية .....
 تسجيل 6 حالات وفاة و439 حالة كورونا جديدة في لبنان خلال 24 ساعة 
وانتو خليكن تخانقوا كرمال نائب ووزير 
#كورونا_لبنان",['#كورونا_لبنان'],
jeanpierreters2,Aug 16,"مين بيتذكر ""#لا_داعي_للهلع""؟
#كورونا_لبنان","['#لا_داعي_للهلع', '#كورونا_لبنان']",
لبنان انفو,Aug 16,"بفضل قرف السياسيين في لبنان 
لهون وصل مستوى السياسة والمشاورات

سمارة الحريري شريكة #كلن_يعني_كلن 

#كورونا_لبنان #دوله_سرقها_الزعران #انا_اعلن","['#انا_اعلن', '#كورونا_لبنان', '#دوله_سرقها_الزعران', '#كلن_يعني_كلن']",
