Name,KADAA_ID,KADAA_AR,KADAA_EN,MOHAFAZA_ID,MOHAFAZA_AR,MOHAFAZA_EN
Terbol (Minieh-Danniyeh),77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Terbol (Zahleh),41000,زحلة,Zahle,4,البقاع,Bekaa
Tiri,62000,بنت جبيل,Bent Jbeil,6,نبطية,Nabatiyeh
Tleil,11000,عكّار,Akkar,1,عكار,Akkar
Touayteh,41000,زحلة,Zahle,4,البقاع,Bekaa
Toul,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Toula Ej Joubbeh,73000,زغرتا,Zgharta,7,الشمال,North
Yammouneh,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Yanouh (Sour),83000,صور,Sour,8,الجنوب,South
Yaroun (Bent Jbeil),62000,بنت جبيل,Bent Jbeil,6,نبطية,Nabatiyeh
Yater,62000,بنت جبيل,Bent Jbeil,6,نبطية,Nabatiyeh
Yohmor (Beqaa Ouest),42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Zaaitreh,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Zaarouriyeh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Zahleh,41000,زحلة,Zahle,4,البقاع,Bekaa
Zahleh El Maallaqa,41000,زحلة,Zahle,4,البقاع,Bekaa
Zaitoun,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Zalqa,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Zaoutar Ech Charqiyeh,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Zaoutar El Gharbiyeh,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Zeghdraiya,81000,صيدا,Saida,8,الجنوب,South
Zgharta El Mtaouileh,72000,الكورة,El Koura,7,الشمال,North
Zibdine,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Zibdine,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Zighrine El Hermel,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Zilaya,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Zouarib,11000,عكّار,Akkar,1,عكار,Akkar
Zouk Mkayel,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Zouk Mosbeh,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Zouq El Hassineh,11000,عكّار,Akkar,1,عكار,Akkar
Zouq El Moqachrine,11000,عكّار,Akkar,1,عكار,Akkar
Zrariyeh,81000,صيدا,Saida,8,الجنوب,South
