,tweet,username,lang
5551,      ,hijazisamih,ar
5552,               ,viaveritas1,ar
5553,                ,marwanhaddad_1,en
5554,"    
      
  httpstwittercomlrabiyastatus28358755",hussienborji,ar
5555,          ,hussienborji,ar
5556,"                                                        
",adelbazzi0,ar
5557,  8            285,tarekselman,ar
5558,"                
         ",bassemhijazi,ar
5559,"         

coronavirus",jemappellejoey,ar
5560,coronavirus orona   ebanon lebanese pictwittercombcfil,akel_l_lohoum,ar
5561,"          
             
           activities  
         ",kabboutkaty,en
5562,"            
 httpprocitylbcomp337
jbeil bejjeh coronavirus oronavirusandemic oronairuspdate pictwittercomhnnrg",group_triplee,ar
5563,"           
    
       





",ameer_nana,ar
5564,       pictwittercomtm3n,hussienborji,ar
5565,"         a3an         
a3an
mophleb
  httpscoronanews lbcompost35",laboumrad,ar
5566,"                         
",adelbazzi0,ar
5567,            pictwittercommw5ajxuh,hussienborji,ar
5568,                                          ,robertsaliba,ar
5569,             httpstwittercomstatus287538352,moh_ibrahim2019,ar
5570,  ,husseinalawad3,ar
5571,                          pictwittercomekli,hishamawar1,ar
5572,"     
        
                        ",tonysamia,en
5573,       ,marwahkassem,ar
5574,"   
",tonysamia,ar
5575,"                          
      pictwittercomyvrsub",jalalkojok,ar
5576,           73  2        ,jacqueline8365,ar
5577,"                                          
 ajplusarabi pictwittercomzc3sbo",hayatmirshad,ar
5578,"    
   
   
    
    

",anthonysblog_,ar
5579,        ,nadinenewscom,ar
5580,        httpstwittercomsereeno35status28235773,vyhapiraf80btbs,en
5581,                         ,tannousmona,ar
5582,"                          
        


     ",qasimtfaili,ar
5583,"     
         
                   pictwittercomqv3v",saharsalemeh,ar
5584,          capsule          ,rayaderjani,ar
5585,"          nstatories            
                       ",izzatkr,ar
5586,           ,christellenhage,ar
5587,"     
 
       
mophleb
amadhassan2",qasimtfaili,ar
5588,      ,nadinenewscom,ar
5589,"          
     3         

      pictwittercoml827wukq2",hamzof2010,en
5590,                                                ,hishamawar1,ar
5591,            8   2                        ,maro_kdouh,ar
5592,              27   pictwittercomlhdc,jacqueline8365,ar
5593,"          

           8   2   
ebanon
",mkafrouny,ar
5594,       pictwittercomf5jdb,mohamadali19990,ar
5595,        ,reinenakad,ar
5596,"  pharmacy  gloves       pharmacy     

       

      

       ",husseinalawad3,en
5597,"                    
mophleb ",jemappellejoey,ar
5598,"      
       
 ",ghidamokbel,ar
5599,                    ,jacqueline8365,en
5600,"                      
         
amadhassan2
mophleb
",qasimtfaili,ar
5601,"      
      
        
             
        
",qasimtfaili,ar
5602,                 ,viaveritas1,en
5603,          ,ayashfar,ar
5604,"               

",hseinhammoud89,ar
5605," 57      
ebanon",mkafrouny,ar
5606,"     
                                          ",danydiab1,ar
5607,"                  

                 
ebanon",mkafrouny,en
5608,"                  
",hussienborji,ar
5609,                                                        ,doha_611,ar
5610,                                                ,malham_a,ar
5611,"     
       
      
        

                     
 ",adelbazzi0,ar
5612,                                                  ,doryzogheib,ar
5613,           ,farah_shakaron,ar
5614,           ,mhamadallouch,ar
5615,       ,hamzof2010,ar
5616,"                    l

arekajzoub
",dohay8,ar
5617,           pictwittercomqwda,jacqueline8365,ar
5618,"             252
  ",hamzof2010,ar
5619,"           8   23   

         38
ebanon",mkafrouny,ar
5620,  ,hussainalhusse4,ar
5621,                                                  ,ishak_marie,ar
5622,                                      ,sanaayoussef9,ar
5623,         httpstwittercomjumainrinkstatus28327822,christellenhage,en
5624,    grippe           httpstwittercomebanonstatus283335585,josiannehaddad,ar
5625,         ,jihadhleihel,ar
5626,      ,m_kabbout,ar
5627,  ,hajj_loubna,ar
5628,            ,fady__karam,ar
5629,"       32      2 

ebanon pictwittercom7up",mkafrouny,ar
5630," httpchngitkh7gq7
                 





",doha_611,ar
5631,"      
             
                
               ",izzatkr,en
5632,"                                       
amadhassan2",as1_doha,en
5633,"    

   

  

   

 

",hussienhachouch,ar
5634,        ,dchihane,ar
5635,   pictwittercomtoqnynd,khusseinxyz,ar
5636," 
                     ",natour_dr,ar
5637,"      
         
     
        ohamedehmi httpstwittercomstatus2825375",nicolejnasr,ar
5638,                  pictwittercom3netjvl,hamziali9,ar
5639,                  pictwittercomg2eu,hamziali9,en
5640,"     
   
      
     
          
            pictwittercom5k2rk5a",revolutioner67,ar
5641, 2 amadhassan2         pictwittercoms3s,akel_l_lohoum,ar
5642,"        

",yaali85656781,ar
5643,       ,nadinenewscom,ar
5644,"   85    
ebanon",mkafrouny,ar
5645,   pictwittercomnhojb82x,samihelbacha,ar
5646,       pictwittercomgk27nf,aboukas31711937,ar
5647,           ,itsmahmoud_ns,ar
5648,           ,nadinenewscom,ar
5649,                ,tarekselman,en
5650,                                          httpstwittercomorbesstatus2828332,farah_bousaleh,ar
5651,"              
      ",sally_rachid28,en
5652,          ,ahmad3alikh,ar
5653,"             
  
    ebanon photographer tourism shouf pictwittercomb8zboe",nidalmajdalani,ar
5654,                                       ,rabab_aoun,ar
5655,                 httpstwittercomlaliarwanstatus2825777,a_abdelmalak,ar
5656,                      boo                       ,roupen173,en
5657,  ,mahamaddesign,ar
5658,                        ,ameen_media,ar
5659,"     
                                 ",wissamh13,ar
5660,"        
      
      ",mohamadnajibe,ar
5661,       ,becharax,ar
5662,"                                  

 pictwittercom8hl",qasimtfaili,ar
5663,"  
      
 ",firasmatar2,ar
5664,                                                    pictwittercomy5vyos,charifkhaldoun,ar
5665," 
          ",samerbenny1,ar
5666,                        amadhassan2,alibob223,ar
5667,               ,aboukas31711937,ar
5668,                     pictwittercom22ofwj,dargham,ar
5669,"              

ovid",manarmhaidly,ar
5670,"     
                          
           
 ",_eliemerheb,ar
5671,"         
  ",planet12002,ar
5672,"  
    
                           
   
    

     pictwittercomwk3zu",moustafabilani3,en
5673,"            
 ",hasan_san,ar
5674,       ,maro_kdouh,en
5675,                                                       httpstwittercomusseinazzistatus282335357782,plus_la_meme,en
5676,"     
                                      httpscoronaministryinfogovlb",danydiab1,ar
5677,"



",tonysamia,ar
5678,"               23

  ",mhmd__haj,ar
5679,"   
  pictwittercom82owab",jemappellejoey,ar
5680,"                  
  
",dohay8,ar
5681,"                                          



 httpstwittercomramezelkadistatus282275385277",doha_611,ar
5682,"  
",tonysamia,ar
5683,"                          
",akourygeorges,ar
5684,                          ,dargham,en
5685, 3      2                 ,tarekselman,en
5686,"
          
amadhassan2

",qasimtfaili,ar
5687,                                                 ,stephanykordahi,ar
5688,     quarantine                                               ,stephanykordahi,ar
5689," omatoes

  tomatoes tomates 
wayfairchildtrafficking pazar
wecantbreathe tomaten  pomodoro
green red vine tomatoes
tomatoplant urbanphotography
urban urbangarden balcony pictwittercomye3nmm",miskiman,en
5690,     ,hussienhachouch,ar
5691,                                           ,sreij,ar
5692,                ,christellenhage,ar
5693,"              
",hussienborji,ar
5694,orona   ,ghandournawal,ar
5695,              ,tarekselman,ar
5696,             ,mhmd__haj,ar
5697,"     
   
  ",_ba8dadi,ar
5698,       httpstwittercomsoweakwallahstatus282222,bitonya,en
5699,    ,hussienborji,ar
5700,                                          httpstwittercommophlebstatus2827728538,abouchacraadnan,ar
5701,"           

  ",tonysamia,ar
5702,"         8      7         
ebanon",mkafrouny,ar
5703,"                 
              ",hussienborji,en
5704,           ,tonysamia,ar
5705,        ,krh120,ar
5706,             s2                            ,bzeihhussien,ar
5707,"        
           
         
 ",qasimtfaili,ar
5708,"        
    ",anthonysblog_,ar
5709,"                      
                   ",nsoulifmn,ar
5710,                               ,sreij,ar
5711,"          httpswwwmusicnationmep228
usicationme
  pictwittercomlvoym7p",musicnationme,ar
5712,                                    ,mimoo36,ar
5713,              ,_eliemerheb,ar
5714,"     


mophleb
amadhassan2 pictwittercomrh7",qasimtfaili,ar
5715,         72                          ,itsmahmoud_ns,ar
5716,                  pictwittercomcgzx,hishamawar1,ar
5717,                                        ,sreij,ar
5718,                                                 ,bbcnadasamad,ar
5719,"    
                         ",_eliemerheb,ar
5720,"     7    

                       ",elasdikaa,en
5721,"3              
            
         ",maryam06,ar
5722,          7        7       2         2 ,maro_kdouh,ar
5723,"       
  ",mark_nasr_,en
5724,"            httpswwwmusicnationmep225
wassouf hahid otanausic
kallagha usicationme pictwittercomvw3j8",musicnationme,ar
5725,"m ick  
stoy enfermo 

  pictwittercomu7",adelbazzi0,ar
5726,"       
    5illion 
      3illion 
     3illion 
          52  ",charbelec76,ar
5727,                     ,day_zeroes,ar
5728,"                              
",rabab_aoun,ar
5729,                            ,abbas89705284,ar
5730,                   httpnnalebgovlbarshownews8wdjptwitter,nnaleb,ar
5731," 
   
    ",elie_aoun,ar
5732,          ,maro_kdouh,ar
5733,                                      ,husseinalawad3,ar
5734,"
 


  pictwittercomhtxd",fn1j9xctk2wrfu3,ar
5735,"                
         
amadhassan2 arielaudeajm",alaa_tarshishi1,ar
5736,                                 ,itsmahmoud_ns,ar
5737,"          
 httpswwwmusicnationmep223
usicationme
    pictwittercom7yfpv",musicnationme,ar
5738,   ,viaveritas1,ar
5739,                        2  22       2 ,maro_kdouh,ar
5740,"                            
 ",hasan_san,ar
5741,                 ,nadinenewscom,ar
5742,"      
",hasan_san,ar
5743,                         ,sreij,ar
5744,                      ,sreij,ar
5745,oung people are hosting parties with the goal to get infected by coronavirus covid  immunity ealth httpseditioncnncom2272usalabamacoronaviruspartiestrndindexhtmlutmsourcefbutmmediumsocialutmcontent227223535utmtermlink,lamsalebanon,en
5746,"            73    2  
ebanon",mkafrouny,ar
5747,"                
",enzoofficialrap,ar
5748,"   
",moussakassem01,ar
5749,"    
    
",anwararabii,ar
5750,   73    2   ,hass4n_,ar
5751,"  armille          
         
  ",mousa_abdallah,ar
5752," 73 ase
l adeed ess han 

      
",adelbazzi0,ar
5753,"              
  ",danydiab1,ar
5754,                 ,reemasaliba,ar
5755,                                 ,itsmahmoud_ns,ar
5756,"               


 httpstwittercomadahalawistatus28583378322",raniabarghout,ar
5757,"          

",raniabarghout,ar
5758,"         
",adelbazzi0,ar
5759,         pictwittercom35zaob,maroun_zerdan,ar
5760,                 httpstwittercomlebanondebatestatus2858237752,itsmahmoud_ns,ar
5761,"                    
          ",sarah_sfeir,ar
5762,                                               ,sally77alaa,ar
5763,"        
 httpswwwmusicnationmep22
usicationme
  pictwittercomqswc7edci",musicnationme,ar
5764,"                  


amadhassan2",krh120,ar
5765,"             
",mohamadnajibe,ar
5766,"         httpswwwmusicnationmep222
usicationme
 pictwittercomjpx28e",musicnationme,ar
5767,       ,nadinenewscom,ar
5768,       ,nadinenewscom,ar
5769,"  
     
",dinasaadramadan,ar
5770,"    
 httpswwwmusicnationmep22
usicationme
  pictwittercomwfxz8z",musicnationme,ar
5771,"              
 httpswwwmusicnationmep225
ohamdounir
kallagha usicationme pictwittercomavv22",musicnationme,ar
5772,"  

  pictwittercombsig",mnoa34s37ous3tw,ar
5773,"            httpswwwmusicnationmep225
usicationme
  pictwittercomt8pyj2",musicnationme,ar
5774,                           ,mauribarbar,ar
5775,            ,ayashfar,ar
5776,"         
                  
                   pictwittercomntbs",sobhiyanajjar,ar
5777,"                 
 httpswwwfacebookcom778238posts88825273
 pictwittercomsylvk",rmoucharafieh,ar
5778,"                
  httpstwittercomaawsatewsstatus28835522",sarah_sfeir,ar
5779,"            
 pictwittercomabzlc",ezzdine_mohamed,ar
5780,                                      httpstwittercomwalidjoumblattstatus2752855752233,abouchacraadnan,ar
5781,"      
   
   httpstwittercomshoueifatistatus27772837755",tarekjft,ar
5782,          pictwittercomdh5thb,husen_alhussein,ar
5783,               3                    82   pictwittercomueaxfn,dani_bawji,ar
5784,"      
      
           
         pictwittercomzhpo",joeraad,ar
5785,"  
                httpstwittercomdeelafficialstatus278253527",assafnicole,ar
5786,        ,nadinenewscom,ar
5787,                pictwittercomcf7n,bzeihhussien,ar
5788,             ,aldawrileb,ar
5789,"                  
             
     
  ",sah48,ar
5790,                                  ,youmnasherry,ar
5791,       ,nadinenewscom,ar
5792,                                       ,emanshuwaikh,ar
5793,o ebanon has been moved from ategory  to ategory  regarding ovid  and the worst is that pple are living their lives as if nothing is happening   ,itsmahmoud_ns,en
5794,                                         ,moniachamas,ar
5795,                 ,plus_la_meme,ar
5796,"       
      pictwittercomcto8u",youmnasherry,ar
5797,                 5          2 ,alahdath24,ar
5798,       ,nadinenewscom,ar
5799,"      
    
    
    
      
        
      
",izzatkr,ar
5800,          ,bassemhijazi,ar
5801,"   
        
 
ebanon photooftheday sunset pictwittercomx22pz",nidalmajdalani,ar
5802,           ,nadinenewscom,ar
5803,"smoking vaping coronavirus 
 httpswwwvoxcomad2377smokingishighlightingtheinequityofthecoronavirus",lamsalebanon,ar
5804,                ,zahiakhajjar,ar
5805,                   ebanon,ronydebs,ar
5806,"       
 
        
        lmasaydialurduk   pictwittercomn7jcbztzy",mohamma43782123,ar
5807,          httpsalahdath2comarhealthnutrition288788888878888388888388888887888583888887888888vz5cjttwitter,alahdath24,ar
5808,           ,nadinenewscom,ar
5809,           788  httpnnalebgovlbarshownews878788vyopwtwitter,nnaleb,ar
5810,  ,charbel_am,ar
5811,"                                    
           httpstwittercomibrahimmilhimstatus2785777855",diana_al_arid,ar
5812, ,charbel_am,ar
5813," 5 5 

  pictwittercom58akrzb5",164sm_maher,ar
5814,"            
          pictwittercom2k",jihadabouziki,ar
5815,"            
                    
   ",mohamad_k_jabr,ar
5816,"                     

   ",rania_masri,ar
5817,"             
    
",soukainaakil,ar
5818,"ur army is going vegan
  

  ",mohamad_k_jabr,ar
5819,               pictwittercomfvrbwkx,pierresitto,ar
5820,"oronas fingernails
  
es ongles de orona 

  pictwittercom5mkipc",gorgeous72,ar
5821,          ,nisrinehatoum,ar
5822,                        ,slaimanjaffal,ar
5823,                  2                2              ,samerbenny1,ar
5824,"                   em
                               ",plus_la_meme,ar
5825,"                
 
",youmnasherry,ar
5826,"       
                    

   ",hamziali9,ar
5827,          httpnnalebgovlbarshownews878vnmrv2gtwitter,nnaleb,ar
5828,                                       httpstwittercomkhalillayalstatus27777585585,rrghigo,ar
5829,"                  
            ",zainab_lb,ar
5830,     httpstwittercomeanakhoulstatus27728833,miraaabdallah,ar
5831,"      
       
       
 ",rima44021673,ar
5832,                                          ,youmnasherry,ar
5833,"                      
coronavirus
 httpswwwworldometersinfocoronavirus",danydiab1,ar
5834,3                                             ,slaimanjaffal,ar
5835,                                             3357  ,slaimanjaffal,ar
5836,"
                                 
  
  ",patrickalpha197,ar
5837,"                                 
  
  
galops",patrickalpha197,ar
5838,        httpsalahdath2comarhealthnutrition287885882285858788888888888388888887vdcttwitter ,alahdath24,ar
5839,                                                ,k4moka1,ar
5840,"andar has a special relationship with his hiccups 
hiccups animation characterart characteranimator characterdesign beirut ebanon bluebird bhance lebanese bandar balloons balloon helium tree roof heliumballoons     pictwittercomekpav",aaboodyg,en
5841,            ,taigalebanon,ar
5842,"                      

       35          7 ",dr_rajaam,ar
5843,"   
     tvlive          
      atv
           kype 
atvkw
ololashed
fatimadaoud pictwittercomt3fb",youmnasherry,ar
5844,  35   ,nadinenewscom,ar
5845,"               
",danydiab1,ar
5846,"              
",hasan_san,ar
5847,        httpsalahdath2comarhealthnutrition22887885883585858788888888888388888887vfnr7otwitter mophleb ,alahdath24,ar
5848,         httpsalahdath2comarpolitics2278887888888858858888887888888388888887vjkg5ptwitter,alahdath24,ar
5849,         httpsalahdath2comarhealthnutrition22578838888585878888888888838888888788883878vclmzstwitter  ,alahdath24,ar
5850,       ,alahdath24,ar
5851,"       

           

        

    ",ya41ha,ar
5852,"      
     ",sarahgh21,ar
5853,"        
               ",wahmys,ar
5854,            httpnnalebgovlbarshownews888vfz7twitter,nnaleb,ar
5855,,sally77alaa,ar
5856,,sally77alaa,ar
5857,,sally77alaa,ar
5858,,sally77alaa,ar
5859,,sally77alaa,ar
5860,"     8          2
ebanon",mkafrouny,ar
5861,  8     httpnnalebgovlbarshownews88528vnf7stwitter,nnaleb,ar
5862,             httpswwwlebanondebatecomnews852,marwana70342434,ar
5863,          aniour seaview  pictwittercomcstnlt,johnyh04045739,ar
5864,                           ,ahayek2000,ar
5865,"                   
",saadfady,ar
5866,"     2  22           

           33
ebanon",mkafrouny,ar
5867,                   httpnnalebgovlbarshownews8vjgtwitter,nnaleb,ar
5868,"                                    
amadhassan2",alahdath24,ar
5869,                   httpsalahdath2comarmoneybusiness2538888888888885887883888888888888887887888878288788585888788878v2lotwitter,alahdath24,ar
5870,            httpsalahdath2comarmiscellaneous28883888883888888878887888788888828878885888888887887888828788vivotwitter michelinajjar,alahdath24,ar
5871,                            httpstwittercomelinestatus27582732228,danadeabed,ar
5872,"                      
 httpswwwworldometersinfocoronavirus",danydiab1,ar
5873,"        
      
    ",saadgass,ar
5874,"   
                                     
         httpstwittercomstudentnionstatus27525888",rayaderjani,ar
5875,                      ,sreij,ar
5876,"      
         ",abou_3aly,ar
5877,                                  ,futuremovement,ar
5878," 
         pictwittercomtt7yc",monachebib,ar
5879,"     
 httpswwwriyadatimasports577html",youssef1___,ar
5880,"               
",danydiab1,ar
5881,                  pictwittercomn2ckv,husseinalawad3,ar
5882,                                                  ,qdhdtmgkjx4l7mo,en
5883,"      
                    

                 
",rec_mousa,ar
5884,"               8  
   ",diana_al_arid,ar
5885,      ,alislim124,ar
5886,"                       
       ",majiddbaissy,ar
5887,                                                 pictwittercomy5w8be,beirutfuture,ar
5888,"        

   pictwittercom3zbjz",husseinalawad3,ar
5889,"       
    
           
     

  
ebanon tourism travelblog pictwittercomoqcfq",nidalmajdalani,ar
5890,"            
ebanon",mkafrouny,ar
5891,"                  
           
amadhassan2
  pictwittercomw7q",youmnasherry,ar
5892,"               
",danydiab1,ar
5893,        ,nadinenewscom,ar
5894," 22   22    

                  

                 

   pictwittercomf5k",roubahaddad1,ar
5895,"     

amadhassan2
mophleb
ebanon
eadingyxample

 httpstwittercomtimourazharistatus27722855885",the_streetpulse,ar
5896,                                       pictwittercom8p57,moussa_georges,ar
5897,        ,nadinenewscom,ar
5898,         httpstwittercomstatus27382327273,elieakiki1,ar
5899,     ,elie_aoun,ar
5900,                        ,antoineyounis,ar
5901,"    
  ",hayathayat00,ar
5902,        httpstwittercomsallymrfstatus27828552785,husseinalawad3,ar
5903,"                                             
",adelbazzi0,ar
5904,                                        ,stephanykordahi,ar
5905,                 pictwittercom2gqbbq,g_azzi,ar
5906,"               
",danydiab1,ar
5907,"      
          
                 ",tarekselman,ar
5908,               pictwittercomuj2c,moussa_georges,ar
5909,"     5       2          587

       8     32 
ebanon",mkafrouny,ar
5910," 
  ",odex_jouni,ar
5911,"             
  httpstwittercomrfaaawtakstatus275735225",sobhiyanajjar,ar
5912,"       

        pictwittercom",meshaan69,ar
5913,"     
  ",the_streetpulse,en
5914,                          ,tweetsofelie,ar
5915,"        

    
      pictwittercomfl",khouryrajeh,ar
5916,"                             
",hasan_san,ar
5917,                         httpstwittercomsawtlebnanstatus27335377727,hasan_san,ar
5918,"               
",danydiab1,ar
5919,      httpstwittercomalakhbarlebstatus27278785,ikerista,ar
5920,"        

   



ssalafficial  pictwittercompgg",husen_alhussein,ar
5921,                                    ,nsoulifmn,ar
5922,   ,aboukaeyd,ar
5923,                          ,ayashfar,ar
5924,                              ,ayashfar,ar
5925,"    
                                     
   ",nh46735435,ar
5926,"          

           

         ",mirza_50000,ar
5927,  ,ahmad1911,ar
5928,"         

    
thestreetpulse
ublicpinionatters",the_streetpulse,ar
5929,"     5  
ebanon",mkafrouny,ar
5930,"               
",danydiab1,en
5931,"            
tories and live on my other pages 
  
photo tourism pictwittercom8gx5nvc",nidalmajdalani,ar
5932,           ,h4l1quoeeqkhb7k,ar
5933,"  22 
   ot ngaged 
    ",hibanajem95,ar
5934,"                    

 

          ",meshaan69,ar
5935,           httpslebanonmirrorcom228,azzatmn,ar
5936,                                 httpstwittercomadelafiounistatus2735825378,hamsabdullah,ar
5937,      httpstwittercomebanonewsstatus273587235,sanafrht,ar
5938,            ,jamalsbaity,ar
5939,"    
         ",marmk2,en
5940,       ,ayashfar,ar
5941,          od have some mercy,plus_la_meme,ar
5942,"     
   
  ",mohamad_k_jabr,ar
5943,"   
         
   pictwittercomoxrizd",mohamad_k_jabr,ar
5944,"    

        7    pictwittercomhdek",latestnews2026,ar
5945,"   5   
  pictwittercomvbo2d",redajeff1,ar
5946,"                                
 httpswwwfacebookcom778238posts825333 pictwittercomvh8g",rmoucharafieh,ar
5947,"               
",danydiab1,ar
5948,      ,qdhdtmgkjx4l7mo,ar
5949," 
               
   
  
tourism lebanon travel pictwittercom557f2a",nidalmajdalani,ar
5950,  ,abouel3ez11,ar
5951," 
 
 
   

     pictwittercomxloks",mysm42520786,ar
5952,        ,bassemhijazi,ar
5953,"             
        ",danydiab1,ar
5954,                               pictwittercomo7z7khnzt,pierresitto,ar
5955,                      httpstwittercomagoraleaksstatus272872552552,revolt_hanzalah,ar
5956,"               
",danydiab1,ar
5957,      ,ali66279043,ar
5958,                      ,ghidathinifawaz,ar
5959,"                
            ",bassemhijazi,ar
5960,               ,hadyhaydar,en
5961,                httpnnalebgovlbarshownews8523uhyowctwitter,nnaleb,en
5962,                                           ovid china ,bzeihhussien,ar
5963,          httpnnalebgovlbarshownews85uhtstwitter,nnaleb,ar
5964,"           
",allaasalloum,en
5965,"                      
             
khanfarw pictwittercomc3d7",whajjar,ar
5966,,samihelbacha,en
5967," 
    

   httpstwittercomlobnanunastatus2725755853",hassan_chahine,en
5968,"  

   2   33       2    pictwittercomfwfq",latestnews2026,ar
5969,"n developed countries children have somehow been spared the  indirect impact ts a different story in my region where immunisation campaigns were already often patchy and uneven
iddleast 
 httpswwwmiddleeasteyenetnewscoronavirusmenawhounicefwarnschildrendeaths",jobassoul,en
5970,"               
",danydiab1,ar
5971,  8           httpnnalebgovlbarshownews8888udjxpqgtwitter,nnaleb,ar
5972,               ,daywood,ar
5973,"ia imperialcollege 
he decline in cases  deaths was a result of lockdownsocial distancing hygiene measures not heard immunity
ot possible to prevent 2d wave if measures are eased
 httpswwwimperialacuknews8238declinescovidcasesherdimmunitysays
covid
orona
publichealth
edwitter
",lamsalebanon,en
5974,                        ,abouel3ez11,ar
5975,       5            abdpp httpnabdappcomt7382,youssef1___,ar
5976,"          
 httpssaidacitynetnews233",mostafa_ha23,ar
5977,"    

        82              pictwittercomp8s",latestnews2026,ar
5978,                        ,eliasabinasr1,ar
5979,         ,ahmadzakaria199,ar
5980,          ,sisi6226,ar
5981,           pictwittercomjbkp,jizehc,en
5982,             httpstwittercomlobnanunastatus27275258,moh_ibrahim2019,ar
5983,                                                 ,maryam06,ar
5984,"          
  
   
    

",israa53310324,ar
5985,"               
",danydiab1,ar
5986,  inistrynfo       pictwittercomdoaiek,larissaaounsky,ar
5987,                       pictwittercom8yyuk,larissaaounsky,en
5988," 
     pictwittercommuer",hadi_salloum,ar
5989,"       
       
    
    
        
     
  
ebanon heritage pictwittercom7x",nidalmajdalani,en
5990,            httpsyoutubeijhtdk via ouube,larissaaounsky,ar
5991,"  

  ",dani_bawji,ar
5992,    ,bassemhijazi,ar
5993,  ,roubahaddad1,ar
5994,"s it safe to donateblood during the  pandemic
 es ll the safety measures are taken
orldloodonoray coronavirus  ",lamsalebanon,en
5995,"        
 pictwittercomr32iwrov",fawramedia,ar
5996,"                           
",danydiab1,ar
5997,                                 ,salwaabouchacra,ar
5998,"              
    ",hibanajem95,ar
5999,"               
           
           
heres no place for despair in our hearts no matter what
lebanon pictwittercomdm3hpe",nidalmajdalani,ar
6000,"    
      

 ",hassan_chahine,ar
6001,                                                  ,mannasanfoura,ar
6002,asksll   edwitter httpstwittercompicardonhealthstatus272222752,lamsalebanon,ar
6003,"irborne transmission dominant according to this paper
asksll  coronavirus   httpstwittercomrricingstatus27883282",lamsalebanon,en
6004,        ,ahmadabdallah88,ar
6005,"       
   ",_ba8dadi,ar
6006,                                         ,larissaaounsky,ar
6007,         httpstwittercomroses7777status278835878,husseinalawad3,ar
6008,"                       
                      ip 
",patricia_hachem,ar
6009,"   

                    pictwittercom3engf",latestnews2026,en
6010,                                               ,mohamadbadredd2,ar
6011,"  

                            pictwittercomkjl2w",latestnews2026,ar
6012," httpswwwlinkedincompostsjacquelinechehwan77ba5donationmaskscovidactivity77837272523gt

            
arashamel",jakychehwan,ar
6013,      ,abdallah_b2,ar
6014,                                                ,abdallah_b2,en
6015,"                     

",qasimtfaili,ar
6016,"               
",danydiab1,ar
6017,2     3    7       22  pictwittercom3u5,larissaaounsky,ar
6018,"    

                             pictwittercomfsv",latestnews2026,ar
6019,              httpsraseef22comarticle783 via aseef22,rudaynab,ar
6020,           ,hasinmosby,ar
6021,   ,magalieayoub,ar
6022,"      

alafelfficial

",rayan_haykal,ar
6023,   ,daywood,ar
6024,"         
  
          
 
    ",nabildeeb8,ar
6025,            ,ghidathinifawaz,ar
6026,"                           
",danydiab1,ar
6027,                   ,ghidathinifawaz,ar
6028,"                     
            pictwittercomt8",larissaaounsky,ar
6029,"      
                  

          
 

   ",nizarjml,en
6030,            ,katergi01,ar
6031,"         
 httpsbitly2vx rohamadajjar pictwittercomamw3mf2",futuremovement,ar
6032,"             
 httpstwittercomfarhatfatimastatus27825538388",manarmhaidly,ar
6033,"     
   
     
   27
        
        
    
      
    ",nabildeeb8,ar
6034,                                            ,bitonya,ar
6035,"                        
         ",beirutfuture,ar
6036,"   5   
   ",ahmadka24,ar
6037,                                           embassy bukhariwaleeed pictwittercomvpaf,magazineazharel,en
6038,"               
",danydiab1,ar
6039,    ,ahmad1911,en
6040,"              

                               pictwittercomzkfw",magazineazharel,ar
6041,                                              ,malham_a,ar
6042,"            
                              pictwittercombmu",omsarswmp,ar
6043,"hank you for following the health measures to decrease the risk of ovid transmission
covid
coronavirus


 pictwittercomf8dfndm3x",lamsalebanon,en
6044,ill travel insurance cover covid patients getting sick abroad ealth lobal ,lamsalebanon,en
6045,                                    ,magazineazharel,ar
6046,       272         2            38  ,magazineazharel,ar
6047,              ,husseinalawad3,ar
6048,"   lacdusa
 
         
           
             marczabbal",tayyarintishar,ar
6049,"                       
          
 httpsyoutube2g8vh",tayyarintishar,en
6050,   red carpet     ,ghidathinifawaz,ar
6051,   ,kar84944855jean,ar
6052,"  
   
    
   
    
    
    
   
      
   
    
 ",moustafabilani3,ar
6053,"                                                     
",_eliemerheb,ar
6054,"                               
 httpswwwfacebookcom778238posts787327 pictwittercomsqd2",rmoucharafieh,ar
6055,                          pictwittercomhxt,larissaaounsky,ar
6056,"                           
          
ohamedehmi",tarabayadonis,ar
6057,"               
",danydiab1,ar
6058,     8          38,magazineazharel,ar
6059,          httpstwittercomalyhijazystatus2728888,hijazynur,ar
6060,"  
  
    
    
   
",sarahgh21,ar
6061," 
   httpstwittercomidalajdalanistatus27725377835",nidalmajdalani,ar
6062,               abdpp httpnabdappcomt7357883,youssef1___,ar
6063,           ,hijazynur,ar
6064,"      

   

 
  pictwittercomcesrfzb",jgiv5iroxlzmls5,ar
6065,              pictwittercomwe,larissaaounsky,ar
6066,                       httpstwittercomebstatus232537,tahan96491870,ar
6067,"               
",danydiab1,ar
6068,       ,nadinenewscom,ar
6069,f you dont talk or cough while hugging the risk should be low  orona coronavirus  via nytimes httpswwwnytimescom22wellfamilycoronaviruspandemichugmaskhtmlsmidfbshare,lamsalebanon,en
6070,"    

ohamedamadan ohamedamadan
ewong oronairus
itarews itarag  pictwittercom3fvk8z",istarmag,ar
6071,                ,moussa_georges,ar
6072,                              pictwittercomyu7z,larissaaounsky,ar
6073,"                    pcr                
        ",hijazynur,ar
6074,"        
     pictwittercomelb5wb",dianamh2312,ar
6075,"     
    
    
  

      pictwittercomk7",nidalmajdalani,ar
6076,"  amadhassan2                    
            
      assaniab          ",hadimashmoushi,ar
6077,"          
ebanon",mkafrouny,ar
