username,time,text,tags
,Sep 3,"فيروس كورونا :
إصابات جديدة : ٥٨٨
العدد الإجمالي : ١٨٩٦٣
مقيمين : ٥٨٢
وافدين : ٦
عدد المصابين حالياً : ١٣٤٤٦
حالات حرجة : ٩٩
وفيات :١٧٩
حالات شفاء : ٥٣٣٨
#كورونا
#كورونا_لبنان
#كورونا_الجديد
#فيروس_كورونا #خليك_بالبيت","['#كورونا_الجديد', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#فيروس_كورونا']"
Carl Sawaya,Sep 3,"Replying to 
@sawtlebnan",[]
Fouad Badaro,Sep 3,"#Corona #COVIDー19 Official Numbers in Lebanon till date:(New)
-Tests Done:549,534(8581)
-Confirmed Cases:18,980(588)
-Recovered:5,339(144)
-Death:179(2) 
-Active Cases:13,372
-Hospitalized:341
-Moderate:242
-ICU:99
#كورونا #كورونا_لبنان #لبنان 
 #StayAtHome
  #COVID2019 #COVID19","['#Corona', '#كورونا_لبنان', '#كورونا', '#StayAtHome', '#COVID19', '#COVID2019', '#COVIDー19', '#لبنان']"
COVID-19 LB,Sep 3,"Thursday, September 3 at 7:39 PM

2 patients have died from COVID-19 increasing the death toll to 179 with 99 other patients in critical condition. #كورونا_لبنان",['#كورونا_لبنان']
M. HC,Sep 3,"وزارة الصحة اللبنانية تعلن عن إرتفاع عدد الإصابات إلى 18963 بعد تسجيل 588 إصابات جديدة، 582 لمقيمين و 6 وافدين. عدد الفحوصات 8581 فحص.
#كورونا #لبنان #بيروت","['#لبنان', '#كورونا', '#بيروت']"
Al-Hadeel- الهديل #PrayForBeirut,Sep 3,كورونا لبنان... إرتفاعٌ متواصل,[]
Lebanon Debate,Sep 3,"كورونا لبنان... إرتفاعٌ متواصل 
http://lebanondebate.com/news/496785
@mophleb
 @Hamad_hassan20",[]
nbnlebanon,Sep 3,"وزارة الصحة اللبنانية: تسجيل 588 إصابة جديدة بفيروس #كورونا وحالتي وفاة 
https://nbntv.me/?p=258898
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']"
Omar Ismail,Sep 3,"ارتفاع العدد الكلّي للمصابين بفيروس كورونا في القلمون الى ٣٨ اصابة بعد تسجيل حالة جديدة اليوم.
و استقر عدد حالات الشفاء على ٢٥ مع تسجيل وفاة واحدة ليكون العدد الكلّي للحالات الناشطة حتى الساعة في البلدة هو ١٢.
 سلامة قلب الجميع
#الوقاية_ثم_الوقاية_ثم_الوقاية #كورونا #لبنان","['#لبنان', '#الوقاية_ثم_الوقاية_ثم_الوقاية', '#كورونا']"
Samia Khaddaj,Sep 3,"هيدا القلب يللي بعدو عم يدق من تحت الرّكام بعد شهر على تفجير المرفأ، هو قلب بيروت....
يا ولاد الحرااااااااااااااااام 
#انفجار_بيروت #كورونا #لبنان_تحت_الاحتلال #بيروت #لبنان","['#انفجار_بيروت', '#كورونا', '#لبنان_تحت_الاحتلال', '#لبنان', '#بيروت']"
Rashaaa©,Sep 3,"مطلوب واحد معه #كورونا لمخالطة ناس مش مصدقين بعد إنو في #كورونا 
ولكم الأجر 
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']"
charbel hanna,Sep 3,#انفجار_بيروت #الاخبار_الحلوه #صار_الوقت #صباح_الخير #صديقتي #صديقي #غرد_لي_بالخير #فيروز #فلسطين #كورونا #لبنان #لبنان_تحت_الاحتلال #لبنان_ينهض #مصطفي_أديب #مساء_الخير #بس_هيك_عم_فكر_عالعالي #ايماني_فيك_كبير #بس_هيك #Covid_19 #c_h #Lebanon #Beirut,"['#Covid_19', '#غرد_لي_بالخير', '#صار_الوقت', '#لبنان_تحت_الاحتلال', '#مصطفي_أديب', '#فيروز', '#ايماني_فيك_كبير', '#Lebanon', '#كورونا', '#الاخبار_الحلوه', '#مساء_الخير', '#لبنان', '#بس_هيك', '#Beirut', '#لبنان_ينهض', '#c_h', '#صديقي', '#صديقتي', '#صباح_الخير', '#فلسطين', '#انفجار_بيروت', '#بس_هيك_عم_فكر_عالعالي']"
Muneer Alhasan,Sep 3,التهديد بالإنتحار و الإضراب عن الطعام و المظاهرات العارية من أجل إجبار الناس على تحقيق بعض المطالب، أصبحت بلا قيمة و لا معنى، لذا ابحث بنفسك عما سلبك الناس لتقوم بذلك. #فايروس_كورونا #كورونا #كورونا_الاردن #كورونا_غزة #كورونا_السعوديه #كورونا_لبنان #كورونا_في_الكويت #حكمة #فلسفه,"['#فلسفه', '#حكمة', '#كورونا_لبنان', '#كورونا_في_الكويت', '#كورونا', '#كورونا_غزة', '#كورونا_السعوديه', '#فايروس_كورونا', '#كورونا_الاردن']"
OTV Lebanon,Sep 3,"6 حالات إيجابية في نتائج فحوصات PCR لرحلات اضافية وصلت الى #بيروت 
#كورونا #كورونا_لبنان","['#كورونا_لبنان', '#كورونا', '#بيروت']"
محــــ عبده ــــمد,Sep 3,"التسارع الزمني في القضية اللبنانية ليس الا خوفا من تركيا 
 والتقدم التركي في المنطقة والعالم
@Hamza_tekin2023
#بيروت #بيروت_منكوبة #كورونا #لبنان #لبنان_منكوب #لبنان_ينتفض #كلن_يعني_كلن #تركيا_في_قلوب_المسلمين #تركيا","['#بيروت_منكوبة', '#لبنان_منكوب', '#تركيا_في_قلوب_المسلمين', '#كلن_يعني_كلن', '#كورونا', '#لبنان_ينتفض', '#تركيا', '#لبنان', '#بيروت']"
ديَالا,Sep 3,"#wear_your_mask
 
#كورونا_لبنان
#stay_safe 
#خليك_بالبيت","['#wear_your_mask', '#كورونا_لبنان', '#خليك_بالبيت', '#stay_safe']"
m1371,Sep 3,"Replying to 
@majidaelroumi",[]
Samia Khaddaj,Sep 2,"في موضوع خطير وزعجني اليوم حبيت شارك الكل في.بلّشنا تدريس عن بُعد،وطريقة جدا ممتازة وفعالة ومفيدة لابني.اليوم بمرق عند maliks بدي جيب دفتر to take notes ارخص دفتر 60.000LL.هل هيدا الشي مقبول؟تلاميذ الجامعة شو بتعمل؟حتى القرطاسية صار بدها دعم!
@mostaphaadib
 
#كورونا
#لبنان_منكوب","['#لبنان_منكوب', '#كورونا']"
Sawt Beirut International,Sep 2,"فضيحة أرقام وزير الصحة في قب الياس.. هل من ثقة بإجراءات الوزارة؟
#كورونا_لبنان",['#كورونا_لبنان']
Sara Chang,Sep 2,"Dashboard updated for 2 September #كورونا_لبنان #Lebanon #COVID19 / 527,392 total tests; 18,365 total cases; 598 new cases today; 12,993 active cases; 97 currently in ICU; 5,195 total recoveries; 177 total deaths.

For more details: http://tiny.cc/covidlebanon","['#كورونا_لبنان', '#Lebanon', '#COVID19']"
newsmt,Sep 2," #وزارة_الصحة اللبنانية: تسجيل 6 حالات #وفاة و598 إصابة جديدة بفيروس #كورونا خلال الساعات الـ24 الماضية

#كورونا_لبنان","['#وفاة', '#وزارة_الصحة', '#كورونا_لبنان', '#كورونا']"
Marwa,Sep 2,"هيدا اللي عم يريّح الكمامة طلع اسلوب حياة
#كورونا_لبنان 

#بلا_مزح","['#كورونا_لبنان', '#بلا_مزح']"
Zeinabkaraky,Sep 2,"خلينا نفهم كورونا مش مزحة 
#كورونا
#لبنان","['#لبنان', '#كورونا']"
جنوبية | Janoubia,Sep 2,"هذا هو إجمالي عدد الإصابات في #لبنان 

#كورونا #فيروس_كورونا #كورونا_لبنان #جنوبية #janoubia","['#كورونا_لبنان', '#كورونا', '#janoubia', '#جنوبية', '#فيروس_كورونا', '#لبنان']"
العربية عاجل,Sep 2,#كورونا.. لبنان يسجل 6 وفيات و598 إصابة جديدة #العربية_عاجل https://alarabiya.net,"['#العربية_عاجل', '#كورونا']"
حركة أمل,Sep 2,"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: الأربعاء 2 أيلول 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","['#وطنك_بيتك', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#حركة_أمل']"
Nicholas Frakes | نيكولاس فرايكس,Sep 2,"An increase in #COVID19 cases in #Lebanon with 598 new cases and six deaths. The total is now 18,375 and 177 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","['#Lebanon', '#كورونا_لبنان', '#كورونا', '#CoronaVirusUpdate', '#COVID19']"
,Sep 2,"فيروس كورونا :
إصابات جديدة : ٥٩٨
العدد الإجمالي : ١٨٣٧٥
مقيمين : ٥٨٨
وافدين : ١٠
عدد المصابين حالياً : ١٣٠٠٣
حالات حرجة : ٩٧
وفيات :١٧٧
حالات شفاء : ٥١٩٥
#كورونا
#كورونا_لبنان
#كورونا_الجديد
#فيروس_كورونا #خليك_بالبيت","['#كورونا_الجديد', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#فيروس_كورونا']"
MusicNationME,Sep 2,"بالفيديو - الجيش اللبناني يعلن عن البدء باستخدام علاج كورونا بالبلازما ودعوة للتبرع https://musicnation.me/?p=213852
@LebarmyOfficial
 
@kallagha
 @MusicNationme
 
#كورونا #لبنان","['#لبنان', '#كورونا']"
راغب,Sep 2," *كورونا لبنان*

 قناة المنار/ # *عاجل وزارة الصحة اللبنانية* : تسجيل *6* حالات وفاة *و598* إصابة جديدة بفيروس كورونا خلال الساعات *الـ24* الماضية",[]
M. HC,Sep 2,"وزارة الصحة اللبنانية تعلن عن إرتفاع عدد الإصابات إلى 18375 بعد تسجيل 598 إصابات جديدة، 588 لمقيمين و 10 وافدين. عدد الفحوصات 9081 فحص.
#كورونا  #لبنان #بيروت","['#لبنان', '#كورونا', '#بيروت']"
COVID-19 LB,Sep 2,"Wednesday, September 2 at 7:41 PM

207 new patients have fully recovered from COVID-19, increasing the total number of recoveries to 5195 and reducing active cases to 13003. #كورونا_لبنان",['#كورونا_لبنان']
Rashaaa©,Sep 2,"يا جماعة المستهترين ، ليه التقصير ؟ بشرفكم شدو الهمة نوّصل لل 20000 إصابة . 
نلبس كمامة عيب . إتفقنا ؟ 
#كورونا_لبنان",['#كورونا_لبنان']
layal jradi • ليالـ جرادي,Sep 2,#عاجل #كورونا_لبنان | 6 وفيات و595 إصابة جديدة.,"['#كورونا_لبنان', '#عاجل']"
Tony Saliba,Sep 2,٥٩٨  اصابة جديدة بفيروس كورونا رفعت العدد ل ١٨،٣٧٥ اصابة و ٦ حالات وفاة وفعت العدد ل ١٧٧ #كورونا_لبنان,['#كورونا_لبنان']
nbnlebanon,Sep 2,"وزارة الصحة اللبنانية: تسجيل 6 وفيات و595 إصابة جديدة بفيروس #كورونا 
https://nbntv.me/?p=258654
#لبنان 
#كورونا_لبنان","['#كورونا_لبنان', '#لبنان', '#كورونا']"
Omar Ismail,Sep 2,"ارتفاع العدد الكلّي للمصابين بفيروس كورونا في القلمون الى ٣٧ اصابة بعد تسجيل حالة جديدة اليوم.
و استقر عدد حالات الشفاء على ٢٥ مع تسجيل وفاة واحدة ليكون العدد الكلّي للحالات الناشطة حتى الساعة في البلدة هو ١١.
 سلامة قلب الجميع
#الوقاية_ثم_الوقاية_ثم_الوقاية #كورونا #لبنان","['#لبنان', '#الوقاية_ثم_الوقاية_ثم_الوقاية', '#كورونا']"
charbel hanna,Sep 2,#صباح_الخير #محمد_رعد #الدولة_المدنية #بيروت #فيروز #كورونا #لبنان #لبنان_ينتفض #مصطفي_أديب #مساء_الخير #وديع_عقل #حمد_حسن #بس_هيك_عم_فكر_عالعالي #ايماني_فيك_كبير #بس_هيك,"['#وديع_عقل', '#ايماني_فيك_كبير', '#الدولة_المدنية', '#كورونا', '#بس_هيك', '#لبنان', '#بس_هيك_عم_فكر_عالعالي', '#محمد_رعد', '#مصطفي_أديب', '#لبنان_ينتفض', '#مساء_الخير', '#صباح_الخير', '#حمد_حسن', '#فيروز', '#بيروت']"
Bahira El Horr,Sep 2,#نبيه_بري #الدولار #كورونا #لبنان #محمد_رعد,"['#كورونا', '#الدولار', '#محمد_رعد', '#لبنان', '#نبيه_بري']"
محبي الكويت,Sep 2,"#الكويت 
#السعودية
 
#عايض 
#طالبات_التربية_الأساسية 
#كورونا 
#لبنان","['#عايض', '#كورونا', '#الكويت', '#طالبات_التربية_الأساسية', '#السعودية', '#لبنان']"
قناة المملكة,Sep 2,"#البابا_فرنسيس وأحد المصلين يحملان العلم اللبناني ويصليان من أجل البلاد، خلال أول ظهور للجمهور في ساحة #سان_داماسو بـ #الفاتيكان، منذ تفشي #فيروس_كورونا

#لبنان #بيروت #هنا_المملكة","['#سان_داماسو', '#البابا_فرنسيس', '#فيروس_كورونا', '#هنا_المملكة', '#الفاتيكان', '#لبنان', '#بيروت']"
Maher Yehya ابوخليل,Sep 2,"#كورونا
#لبنان
#COVID19
#وعيك_امانه","['#لبنان', '#وعيك_امانه', '#كورونا', '#COVID19']"
LBCI TV,Sep 2,"بلدية شحيم: تسجيل 4 اصابات #كورونا جديدة
https://bit.ly/32Q7PPc
#كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","['#LBCI', '#كورونا_لبنان', '#LBCINews', '#كورونا', '#LBCILebanon']"
مغاسل الشفق للسيارات,Sep 2,"امتلك رؤية واضحة،
تبي تستمتع برؤية واضحة في سيارتك ما يصير بدون غسلة
وهذا دورنا في مغاسل الشفق 
خدماتنا ب احسن جودة و افضل اسعار
ما عليك سوي التواصل فقط
واحنا بنتكفل بالباقي 
 نستقبلكم في فروعنا
المنار-النسيم-الفيحاء-الملز-العريجاء
#صباح_الخير #كورونا #لبنان #ماكان_هذا_حب","['#لبنان', '#ماكان_هذا_حب', '#صباح_الخير', '#كورونا']"
